cidx,country,startIDX,endIDX,startDate,endDate,mean,sd,meanAndsd,count,max

WIGHT&THRESHOLD&0.2&0.2
124,,97,443,2020-05-01,2021-04-12,0.12681131838972695,0.13100916373499238,0.12681131838972695&&&0.13100916373499238,347,0.7266353509851552

WIGHT&THRESHOLD&0.2&0.7
155,,97,443,2020-05-01,2021-04-12,0.1499860500797578,0.1268255642444254,0.1499860500797578&&&0.1268255642444254,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22095476113657167,0.20060448171708628,0.22095476113657167&&&0.20060448171708628,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15646676405231474,0.14922788799648473,0.15646676405231474&&&0.14922788799648473,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.24374075294184153,0.32152521523394295,0.24374075294184153&&&0.32152521523394295,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21469896048711792,0.16446199212605608,0.21469896048711792&&&0.16446199212605608,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.20414266750069193,0.18118415732774343,0.20414266750069193&&&0.18118415732774343,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.21860844582260947,0.23601666145633765,0.21860844582260947&&&0.23601666145633765,277,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12804185244461486,0.1410278284917619,0.12804185244461486&&&0.1410278284917619,347,0.7795943698312182
138,,97,443,2020-05-01,2021-04-12,0.3319166212911908,0.2809163854997873,0.3319166212911908&&&0.2809163854997873,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12681131838972695,0.13100916373499238,0.12681131838972695&&&0.13100916373499238,347,0.7266353509851552

WIGHT&THRESHOLD&0.2&0.8
155,,97,443,2020-05-01,2021-04-12,0.1499860500797578,0.1268255642444254,0.1499860500797578&&&0.1268255642444254,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22108576395696491,0.20046718030699828,0.22108576395696491&&&0.20046718030699828,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15646676405231474,0.14922788799648473,0.15646676405231474&&&0.14922788799648473,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.24365698889859777,0.32156741318930226,0.24365698889859777&&&0.32156741318930226,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21469896048711792,0.16446199212605608,0.21469896048711792&&&0.16446199212605608,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.20417531820450197,0.1811524493154408,0.20417531820450197&&&0.1811524493154408,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.22116872331594883,0.2367025689708635,0.22116872331594883&&&0.2367025689708635,278,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12804185244461486,0.1410278284917619,0.12804185244461486&&&0.1410278284917619,347,0.7795943698312182
138,,97,443,2020-05-01,2021-04-12,0.3319166212911908,0.2809163854997873,0.3319166212911908&&&0.2809163854997873,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12681131838972695,0.13100916373499238,0.12681131838972695&&&0.13100916373499238,347,0.7266353509851552

WIGHT&THRESHOLD&0.2&0.9
155,,97,443,2020-05-01,2021-04-12,0.1499860500797578,0.1268255642444254,0.1499860500797578&&&0.1268255642444254,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22116809946055493,0.20076303288748906,0.22116809946055493&&&0.20076303288748906,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15646676405231474,0.14922788799648473,0.15646676405231474&&&0.14922788799648473,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.24365698889859777,0.32156741318930226,0.24365698889859777&&&0.32156741318930226,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21469896048711792,0.16446199212605608,0.21469896048711792&&&0.16446199212605608,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.20417531820450197,0.1811524493154408,0.20417531820450197&&&0.1811524493154408,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.22158343760196436,0.23654498146663047,0.22158343760196436&&&0.23654498146663047,278,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12804185244461486,0.1410278284917619,0.12804185244461486&&&0.1410278284917619,347,0.7795943698312182
138,,97,443,2020-05-01,2021-04-12,0.33183014097690205,0.2810061333727314,0.33183014097690205&&&0.2810061333727314,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12681131838972695,0.13100916373499238,0.12681131838972695&&&0.13100916373499238,347,0.7266353509851552

WIGHT&THRESHOLD&0.2&1.0
155,,97,443,2020-05-01,2021-04-12,0.1499860500797578,0.1268255642444254,0.1499860500797578&&&0.1268255642444254,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22104887987087507,0.20081587910405496,0.22104887987087507&&&0.20081587910405496,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15646676405231474,0.14922788799648473,0.15646676405231474&&&0.14922788799648473,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.24378785412291587,0.3223040646373041,0.24378785412291587&&&0.3223040646373041,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21469896048711792,0.16446199212605608,0.21469896048711792&&&0.16446199212605608,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.20436030714797557,0.18103048212919928,0.20436030714797557&&&0.18103048212919928,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.2200425778143917,0.23477262706757676,0.2200425778143917&&&0.23477262706757676,278,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12804185244461486,0.1410278284917619,0.12804185244461486&&&0.1410278284917619,347,0.7795943698312182
138,,97,443,2020-05-01,2021-04-12,0.33183014097690205,0.2810061333727314,0.33183014097690205&&&0.2810061333727314,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12681131838972695,0.13100916373499238,0.12681131838972695&&&0.13100916373499238,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.2
155,,97,443,2020-05-01,2021-04-12,0.15058959334309546,0.1436006489312033,0.15058959334309546&&&0.1436006489312033,347,0.9143060944128697
21,,97,443,2020-05-01,2021-04-12,0.2106646586550099,0.1889932263765576,0.2106646586550099&&&0.1889932263765576,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15985811089256244,0.16414461830105548,0.15985811089256244&&&0.16414461830105548,347,0.8865064019315854
98,,97,443,2020-05-01,2021-04-12,0.23112530872439505,0.30001418674165525,0.23112530872439505&&&0.30001418674165525,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.2245068623596578,0.1803897953395019,0.2245068623596578&&&0.1803897953395019,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19101786544831492,0.16542661249394988,0.19101786544831492&&&0.16542661249394988,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.21711168833340438,0.23056015795118215,0.21711168833340438&&&0.23056015795118215,276,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12753518486055554,0.13947949772588863,0.12753518486055554&&&0.13947949772588863,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.3244277690550533,0.2595656914155569,0.3244277690550533&&&0.2595656914155569,310,1.4414743212114085
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.3
155,,97,443,2020-05-01,2021-04-12,0.14522590568205276,0.12728716185858716,0.14522590568205276&&&0.12728716185858716,347,0.9143060944128697
21,,97,443,2020-05-01,2021-04-12,0.21030651776616366,0.1884881155598881,0.21030651776616366&&&0.1884881155598881,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15926458565734394,0.16017506885923924,0.15926458565734394&&&0.16017506885923924,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.22993356251940178,0.29818639588486984,0.22993356251940178&&&0.29818639588486984,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21718832496679275,0.16810171161717283,0.21718832496679275&&&0.16810171161717283,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19110629880592134,0.16323757706842193,0.19110629880592134&&&0.16323757706842193,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.21885783123691152,0.22775488081789694,0.21885783123691152&&&0.22775488081789694,276,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.3266778145770802,0.2592853742097863,0.3266778145770802&&&0.2592853742097863,311,1.4414743212114085
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.4
155,,97,443,2020-05-01,2021-04-12,0.14627161100288807,0.1294808063809059,0.14627161100288807&&&0.1294808063809059,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.21326319438123986,0.1918509735318659,0.21326319438123986&&&0.1918509735318659,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.1601041001171587,0.16023721936841695,0.1601041001171587&&&0.16023721936841695,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.22960966672283678,0.2967421590291396,0.22960966672283678&&&0.2967421590291396,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.2131312937185381,0.16182791675895022,0.2131312937185381&&&0.16182791675895022,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19896409741592,0.17760564707961385,0.19896409741592&&&0.17760564707961385,326,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.21969342656876936,0.22955225386551376,0.21969342656876936&&&0.22955225386551376,276,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33001488844830074,0.2696412080789934,0.33001488844830074&&&0.2696412080789934,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.5
155,,97,443,2020-05-01,2021-04-12,0.14436828348601174,0.1228442989647282,0.14436828348601174&&&0.1228442989647282,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.2159982682280403,0.19377776449968226,0.2159982682280403&&&0.19377776449968226,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16008029931273707,0.16023438251612232,0.16008029931273707&&&0.16023438251612232,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.2273745071848866,0.29452240595879614,0.2273745071848866&&&0.29452240595879614,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21221466988370138,0.16187177678893785,0.21221466988370138&&&0.16187177678893785,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19812565653241546,0.17956697351915993,0.19812565653241546&&&0.17956697351915993,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.2215788680383499,0.23124705695687403,0.2215788680383499&&&0.23124705695687403,278,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.3343720587150446,0.27604989454117757,0.3343720587150446&&&0.27604989454117757,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.6
155,,97,443,2020-05-01,2021-04-12,0.14377024582780557,0.12091262674103861,0.14377024582780557&&&0.12091262674103861,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22073036339096772,0.201698889574546,0.22073036339096772&&&0.201698889574546,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16008029931273707,0.16023438251612232,0.16008029931273707&&&0.16023438251612232,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.2283295831204484,0.30048934205529454,0.2283295831204484&&&0.30048934205529454,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21203185209318834,0.16195999506859982,0.21203185209318834&&&0.16195999506859982,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19825779053636078,0.17850072308188897,0.19825779053636078&&&0.17850072308188897,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.22596827925717142,0.23328345520678276,0.22596827925717142&&&0.23328345520678276,278,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33466272368181665,0.2800597105038035,0.33466272368181665&&&0.2800597105038035,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.7
155,,97,443,2020-05-01,2021-04-12,0.14377024582780557,0.12091262674103861,0.14377024582780557&&&0.12091262674103861,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22837497585990815,0.20663437216092928,0.22837497585990815&&&0.20663437216092928,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16022979752660485,0.1602163295163445,0.16022979752660485&&&0.1602163295163445,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.23823128943215166,0.32045406563239826,0.23823128943215166&&&0.32045406563239826,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21203185209318834,0.16195999506859982,0.21203185209318834&&&0.16195999506859982,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19906582424786284,0.1782652533929487,0.19906582424786284&&&0.1782652533929487,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.23689427083402664,0.28745581741739823,0.23689427083402664&&&0.28745581741739823,280,2.894034785866872
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33392455837032836,0.2806748623101268,0.33392455837032836&&&0.2806748623101268,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.8
155,,97,443,2020-05-01,2021-04-12,0.14377892512619875,0.12090784356038728,0.14377892512619875&&&0.12090784356038728,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22800427199425538,0.20676305678361995,0.22800427199425538&&&0.20676305678361995,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16022979752660485,0.1602163295163445,0.16022979752660485&&&0.1602163295163445,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.2381475253889079,0.32049496467882327,0.2381475253889079&&&0.32049496467882327,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21203185209318834,0.16195999506859982,0.21203185209318834&&&0.16195999506859982,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19909817631718674,0.17823424244004765,0.19909817631718674&&&0.17823424244004765,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.23947515896634328,0.28892657636740443,0.23947515896634328&&&0.28892657636740443,281,2.894034785866872
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33405475751392166,0.28059694410771147,0.33405475751392166&&&0.28059694410771147,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&0.9
155,,97,443,2020-05-01,2021-04-12,0.14377892512619875,0.12090784356038728,0.14377892512619875&&&0.12090784356038728,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.22808660749784535,0.2070471621799348,0.22808660749784535&&&0.2070471621799348,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16022979752660485,0.1602163295163445,0.16022979752660485&&&0.1602163295163445,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.23770875396383312,0.320689992853523,0.23770875396383312&&&0.320689992853523,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.21203185209318834,0.16195999506859982,0.21203185209318834&&&0.16195999506859982,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19909817631718674,0.17823424244004765,0.19909817631718674&&&0.17823424244004765,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.24300920885692354,0.29217447702024063,0.24300920885692354&&&0.29217447702024063,281,2.894034785866872
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33396827719963285,0.2806874528845195,0.33396827719963285&&&0.2806874528845195,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.3&1.0
155,,97,443,2020-05-01,2021-04-12,0.14377892512619875,0.12090784356038728,0.14377892512619875&&&0.12090784356038728,347,0.9329066197538026
21,,97,443,2020-05-01,2021-04-12,0.2279811367483731,0.2070893022655819,0.2279811367483731&&&0.2070893022655819,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.16022979752660485,0.1602163295163445,0.16022979752660485&&&0.1602163295163445,347,0.8801381268566258
98,,97,443,2020-05-01,2021-04-12,0.2382591475243359,0.3212498733749279,0.2382591475243359&&&0.3212498733749279,346,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.2120550255098706,0.1620170131362605,0.2120550255098706&&&0.1620170131362605,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.19928147328861648,0.17811663689607887,0.19928147328861648&&&0.17811663689607887,328,0.9491786706038846
56,,97,443,2020-05-01,2021-04-12,0.24123188877880747,0.29053399861276497,0.24123188877880747&&&0.29053399861276497,281,2.894034785866872
73,,97,443,2020-05-01,2021-04-12,0.1274215810481538,0.13696299173911677,0.1274215810481538&&&0.13696299173911677,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.33396827719963285,0.2806874528845195,0.33396827719963285&&&0.2806874528845195,311,1.4521522291754203
124,,97,443,2020-05-01,2021-04-12,0.12048634588829474,0.12238740358673374,0.12048634588829474&&&0.12238740358673374,347,0.7266353509851552

WIGHT&THRESHOLD&0.4&0.2
155,,97,443,2020-05-01,2021-04-12,0.1503913428336575,0.14237526338862577,0.1503913428336575&&&0.14237526338862577,347,0.9143060944128697
21,,97,443,2020-05-01,2021-04-12,0.211956259639195,0.1905459175892627,0.211956259639195&&&0.1905459175892627,347,0.9879847486519707
71,,97,443,2020-05-01,2021-04-12,0.15122870020998966,0.1527502810728919,0.15122870020998966&&&0.1527502810728919,347,0.8865064019315854
98,,97,443,2020-05-01,2021-04-12,0.22950564212089303,0.30002171936088234,0.22950564212089303&&&0.30002171936088234,345,4.020063037164734
153,,97,443,2020-05-01,2021-04-12,0.22465203946063816,0.178136282277894,0.22465203946063816&&&0.178136282277894,337,0.941895942666368
77,,97,443,2020-05-01,2021-04-12,0.18908684400898826,0.16492873179515113,0.18908684400898826&&&0.16492873179515113,325,0.9395965821149882
56,,97,443,2020-05-01,2021-04-12,0.21900168260033673,0.23134792776950958,0.21900168260033673&&&0.23134792776950958,276,1.4266635003265165
73,,97,443,2020-05-01,2021-04-12,0.12561036715939192,0.1356564571204749,0.12561036715939192&&&0.1356564571204749,347,0.7131617115289782
138,,97,443,2020-05-01,2021-04-12,0.32665087424501704,0.2585100273504532,0.32665087424501704&&&0.2585100273504532,310,1.4414743212114085
124,,97,443,2020-05-01,2021-04-12,0.12153503217258947,0.11795797578054955,0.12153503217258947&&&0.11795797578054955,347,0.7266353509851552

WIGHT&THRESHOLD&0.4&0.3
155,,97,443,2020-05-01,2021-04-12,0.14405687826623606,0.12351387184579254,0.14405687826623606&&&0.12351387184579254,347,0.9143060944128697
