location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-07-22,lanl
Albania,2020-03-09,0,0,0,2020-07-22,lanl
Algeria,2020-03-09,0,0,0,2020-07-22,lanl
Andorra,2020-03-09,0,0,0,2020-07-22,lanl
Angola,2020-03-09,0,0,0,2020-07-22,lanl
Argentina,2020-03-09,1,1,1,2020-07-22,lanl
Armenia,2020-03-09,0,0,0,2020-07-22,lanl
Australia,2020-03-09,3,3,3,2020-07-22,lanl
Austria,2020-03-09,0,0,0,2020-07-22,lanl
Azerbaijan,2020-03-09,0,0,0,2020-07-22,lanl
Bahrain,2020-03-09,0,0,0,2020-07-22,lanl
Bangladesh,2020-03-09,0,0,0,2020-07-22,lanl
Belarus,2020-03-09,0,0,0,2020-07-22,lanl
Belgium,2020-03-09,0,0,0,2020-07-22,lanl
Benin,2020-03-09,0,0,0,2020-07-22,lanl
Bolivia,2020-03-09,0,0,0,2020-07-22,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-07-22,lanl
Brazil,2020-03-09,0,0,0,2020-07-22,lanl
Bulgaria,2020-03-09,0,0,0,2020-07-22,lanl
Burkina Faso,2020-03-09,0,0,0,2020-07-22,lanl
Cabo Verde,2020-03-09,0,0,0,2020-07-22,lanl
Cameroon,2020-03-09,0,0,0,2020-07-22,lanl
Canada,2020-03-09,1,1,1,2020-07-22,lanl
Central African Republic,2020-03-09,0,0,0,2020-07-22,lanl
Chad,2020-03-09,0,0,0,2020-07-22,lanl
Chile,2020-03-09,0,0,0,2020-07-22,lanl
China,2020-03-09,3123,3123,3123,2020-07-22,lanl
Colombia,2020-03-09,0,0,0,2020-07-22,lanl
Republic of Congo,2020-03-09,0,0,0,2020-07-22,lanl
Costa Rica,2020-03-09,0,0,0,2020-07-22,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-07-22,lanl
Croatia,2020-03-09,0,0,0,2020-07-22,lanl
Cuba,2020-03-09,0,0,0,2020-07-22,lanl
Czechia,2020-03-09,0,0,0,2020-07-22,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-07-22,lanl
Denmark,2020-03-09,0,0,0,2020-07-22,lanl
Djibouti,2020-03-09,0,0,0,2020-07-22,lanl
Dominican Republic,2020-03-09,0,0,0,2020-07-22,lanl
Ecuador,2020-03-09,0,0,0,2020-07-22,lanl
Egypt,2020-03-09,1,1,1,2020-07-22,lanl
El Salvador,2020-03-09,0,0,0,2020-07-22,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-07-22,lanl
Estonia,2020-03-09,0,0,0,2020-07-22,lanl
Eswatini,2020-03-09,0,0,0,2020-07-22,lanl
Ethiopia,2020-03-09,0,0,0,2020-07-22,lanl
Finland,2020-03-09,0,0,0,2020-07-22,lanl
France,2020-03-09,19,19,19,2020-07-22,lanl
Gabon,2020-03-09,0,0,0,2020-07-22,lanl
Germany,2020-03-09,2,2,2,2020-07-22,lanl
Ghana,2020-03-09,0,0,0,2020-07-22,lanl
Greece,2020-03-09,0,0,0,2020-07-22,lanl
Guatemala,2020-03-09,0,0,0,2020-07-22,lanl
Guinea,2020-03-09,0,0,0,2020-07-22,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-07-22,lanl
Haiti,2020-03-09,0,0,0,2020-07-22,lanl
Honduras,2020-03-09,0,0,0,2020-07-22,lanl
Hungary,2020-03-09,0,0,0,2020-07-22,lanl
India,2020-03-09,0,0,0,2020-07-22,lanl
Indonesia,2020-03-09,0,0,0,2020-07-22,lanl
Iran,2020-03-09,237,237,237,2020-07-22,lanl
Iraq,2020-03-09,6,6,6,2020-07-22,lanl
Ireland,2020-03-09,0,0,0,2020-07-22,lanl
Israel,2020-03-09,0,0,0,2020-07-22,lanl
