location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-06-28,lanl
Albania,2020-03-09,0,0,0,2020-06-28,lanl
Algeria,2020-03-09,0,0,0,2020-06-28,lanl
Andorra,2020-03-09,0,0,0,2020-06-28,lanl
Argentina,2020-03-09,1,1,1,2020-06-28,lanl
Armenia,2020-03-09,0,0,0,2020-06-28,lanl
Australia,2020-03-09,3,3,3,2020-06-28,lanl
Austria,2020-03-09,0,0,0,2020-06-28,lanl
Azerbaijan,2020-03-09,0,0,0,2020-06-28,lanl
Bahrain,2020-03-09,0,0,0,2020-06-28,lanl
Bangladesh,2020-03-09,0,0,0,2020-06-28,lanl
Belarus,2020-03-09,0,0,0,2020-06-28,lanl
Belgium,2020-03-09,0,0,0,2020-06-28,lanl
Bolivia,2020-03-09,0,0,0,2020-06-28,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-06-28,lanl
Brazil,2020-03-09,0,0,0,2020-06-28,lanl
Bulgaria,2020-03-09,0,0,0,2020-06-28,lanl
Burkina Faso,2020-03-09,0,0,0,2020-06-28,lanl
Cameroon,2020-03-09,0,0,0,2020-06-28,lanl
Canada,2020-03-09,1,1,1,2020-06-28,lanl
Central African Republic,2020-03-09,0,0,0,2020-06-28,lanl
Chad,2020-03-09,0,0,0,2020-06-28,lanl
Chile,2020-03-09,0,0,0,2020-06-28,lanl
China,2020-03-09,3123,3123,3123,2020-06-28,lanl
Colombia,2020-03-09,0,0,0,2020-06-28,lanl
Republic of Congo,2020-03-09,0,0,0,2020-06-28,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-06-28,lanl
Croatia,2020-03-09,0,0,0,2020-06-28,lanl
Cuba,2020-03-09,0,0,0,2020-06-28,lanl
Czechia,2020-03-09,0,0,0,2020-06-28,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-06-28,lanl
Denmark,2020-03-09,0,0,0,2020-06-28,lanl
Djibouti,2020-03-09,0,0,0,2020-06-28,lanl
Dominican Republic,2020-03-09,0,0,0,2020-06-28,lanl
Ecuador,2020-03-09,0,0,0,2020-06-28,lanl
Egypt,2020-03-09,1,1,1,2020-06-28,lanl
El Salvador,2020-03-09,0,0,0,2020-06-28,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-06-28,lanl
Estonia,2020-03-09,0,0,0,2020-06-28,lanl
Ethiopia,2020-03-09,0,0,0,2020-06-28,lanl
Finland,2020-03-09,0,0,0,2020-06-28,lanl
France,2020-03-09,19,19,19,2020-06-28,lanl
Gabon,2020-03-09,0,0,0,2020-06-28,lanl
Germany,2020-03-09,2,2,2,2020-06-28,lanl
Ghana,2020-03-09,0,0,0,2020-06-28,lanl
Greece,2020-03-09,0,0,0,2020-06-28,lanl
Guatemala,2020-03-09,0,0,0,2020-06-28,lanl
Guinea,2020-03-09,0,0,0,2020-06-28,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-06-28,lanl
Haiti,2020-03-09,0,0,0,2020-06-28,lanl
Honduras,2020-03-09,0,0,0,2020-06-28,lanl
Hungary,2020-03-09,0,0,0,2020-06-28,lanl
India,2020-03-09,0,0,0,2020-06-28,lanl
Indonesia,2020-03-09,0,0,0,2020-06-28,lanl
Iran,2020-03-09,237,237,237,2020-06-28,lanl
Iraq,2020-03-09,6,6,6,2020-06-28,lanl
Ireland,2020-03-09,0,0,0,2020-06-28,lanl
Israel,2020-03-09,0,0,0,2020-06-28,lanl
Italy,2020-03-09,463,463,463,2020-06-28,lanl
Japan,2020-03-09,10,10,10,2020-06-28,lanl
Kazakhstan,2020-03-09,0,0,0,2020-06-28,lanl
Kenya,2020-03-09,0,0,0,2020-06-28,lanl
Kosovo,2020-03-09,0,0,0,2020-06-28,lanl
Kuwait,2020-03-09,0,0,0,2020-06-28,lanl
Kyrgyzstan,2020-03-09,0,0,0,2020-06-28,lanl
Latvia,2020-03-09,0,0,0,2020-06-28,lanl
Lebanon,2020-03-09,0,0,0,2020-06-28,lanl
Liberia,2020-03-09,0,0,0,2020-06-28,lanl
Libya,2020-03-09,0,0,0,2020-06-28,lanl
Lithuania,2020-03-09,0,0,0,2020-06-28,lanl
Luxembourg,2020-03-09,0,0,0,2020-06-28,lanl
Malaysia,2020-03-09,0,0,0,2020-06-28,lanl
Mali,2020-03-09,0,0,0,2020-06-28,lanl
Mauritania,2020-03-09,0,0,0,2020-06-28,lanl
Mexico,2020-03-09,0,0,0,2020-06-28,lanl
Moldova,2020-03-09,0,0,0,2020-06-28,lanl
Morocco,2020-03-09,0,0,0,2020-06-28,lanl
Nepal,2020-03-09,0,0,0,2020-06-28,lanl
Netherlands,2020-03-09,3,3,3,2020-06-28,lanl
New Zealand,2020-03-09,0,0,0,2020-06-28,lanl
