location_name,date,deaths,lower,upper,model_date,model
Alabama,2020-03-09,0,0,0,2020-04-22,lanl
Alaska,2020-03-09,0,0,0,2020-04-22,lanl
Arizona,2020-03-09,0,0,0,2020-04-22,lanl
Arkansas,2020-03-09,0,0,0,2020-04-22,lanl
California,2020-03-09,0,0,0,2020-04-22,lanl
Colorado,2020-03-09,0,0,0,2020-04-22,lanl
Connecticut,2020-03-09,0,0,0,2020-04-22,lanl
Delaware,2020-03-09,0,0,0,2020-04-22,lanl
District of Columbia,2020-03-09,0,0,0,2020-04-22,lanl
Florida,2020-03-09,0,0,0,2020-04-22,lanl
Georgia,2020-03-09,0,0,0,2020-04-22,lanl
Hawaii,2020-03-09,0,0,0,2020-04-22,lanl
Idaho,2020-03-09,0,0,0,2020-04-22,lanl
Illinois,2020-03-09,0,0,0,2020-04-22,lanl
Indiana,2020-03-09,0,0,0,2020-04-22,lanl
Iowa,2020-03-09,0,0,0,2020-04-22,lanl
Kansas,2020-03-09,0,0,0,2020-04-22,lanl
Kentucky,2020-03-09,0,0,0,2020-04-22,lanl
Louisiana,2020-03-09,0,0,0,2020-04-22,lanl
Maine,2020-03-09,0,0,0,2020-04-22,lanl
Maryland,2020-03-09,0,0,0,2020-04-22,lanl
Massachusetts,2020-03-09,0,0,0,2020-04-22,lanl
Michigan,2020-03-09,0,0,0,2020-04-22,lanl
Minnesota,2020-03-09,0,0,0,2020-04-22,lanl
Mississippi,2020-03-09,0,0,0,2020-04-22,lanl
Missouri,2020-03-09,0,0,0,2020-04-22,lanl
Montana,2020-03-09,0,0,0,2020-04-22,lanl
Nebraska,2020-03-09,0,0,0,2020-04-22,lanl
Nevada,2020-03-09,0,0,0,2020-04-22,lanl
New Hampshire,2020-03-09,0,0,0,2020-04-22,lanl
New Jersey,2020-03-09,0,0,0,2020-04-22,lanl
New Mexico,2020-03-09,0,0,0,2020-04-22,lanl
New York,2020-03-09,0,0,0,2020-04-22,lanl
North Carolina,2020-03-09,0,0,0,2020-04-22,lanl
North Dakota,2020-03-09,0,0,0,2020-04-22,lanl
Ohio,2020-03-09,0,0,0,2020-04-22,lanl
Oklahoma,2020-03-09,0,0,0,2020-04-22,lanl
Oregon,2020-03-09,0,0,0,2020-04-22,lanl
Pennsylvania,2020-03-09,0,0,0,2020-04-22,lanl
Puerto Rico,2020-03-09,0,0,0,2020-04-22,lanl
Rhode Island,2020-03-09,0,0,0,2020-04-22,lanl
South Carolina,2020-03-09,0,0,0,2020-04-22,lanl
South Dakota,2020-03-09,0,0,0,2020-04-22,lanl
Tennessee,2020-03-09,0,0,0,2020-04-22,lanl
Texas,2020-03-09,0,0,0,2020-04-22,lanl
Utah,2020-03-09,0,0,0,2020-04-22,lanl
Vermont,2020-03-09,0,0,0,2020-04-22,lanl
Virginia,2020-03-09,0,0,0,2020-04-22,lanl
Virgin Islands,2020-03-09,0,0,0,2020-04-22,lanl
Washington,2020-03-09,0,0,0,2020-04-22,lanl
West Virginia,2020-03-09,0,0,0,2020-04-22,lanl
Wisconsin,2020-03-09,0,0,0,2020-04-22,lanl
Wyoming,2020-03-09,0,0,0,2020-04-22,lanl
Alabama,2020-03-10,0,0,0,2020-04-22,lanl
Alaska,2020-03-10,0,0,0,2020-04-22,lanl
Arizona,2020-03-10,0,0,0,2020-04-22,lanl
Arkansas,2020-03-10,0,0,0,2020-04-22,lanl
California,2020-03-10,2,2,2,2020-04-22,lanl
Colorado,2020-03-10,0,0,0,2020-04-22,lanl
Connecticut,2020-03-10,0,0,0,2020-04-22,lanl
Delaware,2020-03-10,0,0,0,2020-04-22,lanl
District of Columbia,2020-03-10,0,0,0,2020-04-22,lanl
Florida,2020-03-10,2,2,2,2020-04-22,lanl
Georgia,2020-03-10,0,0,0,2020-04-22,lanl
Hawaii,2020-03-10,0,0,0,2020-04-22,lanl
Idaho,2020-03-10,0,0,0,2020-04-22,lanl
Illinois,2020-03-10,0,0,0,2020-04-22,lanl
Indiana,2020-03-10,0,0,0,2020-04-22,lanl
Iowa,2020-03-10,0,0,0,2020-04-22,lanl
Kansas,2020-03-10,0,0,0,2020-04-22,lanl
Kentucky,2020-03-10,0,0,0,2020-04-22,lanl
Louisiana,2020-03-10,0,0,0,2020-04-22,lanl
Maine,2020-03-10,0,0,0,2020-04-22,lanl
Maryland,2020-03-10,0,0,0,2020-04-22,lanl
Massachusetts,2020-03-10,0,0,0,2020-04-22,lanl
Michigan,2020-03-10,0,0,0,2020-04-22,lanl
Minnesota,2020-03-10,0,0,0,2020-04-22,lanl
Mississippi,2020-03-10,0,0,0,2020-04-22,lanl
Missouri,2020-03-10,0,0,0,2020-04-22,lanl
Montana,2020-03-10,0,0,0,2020-04-22,lanl
Nebraska,2020-03-10,0,0,0,2020-04-22,lanl
Nevada,2020-03-10,0,0,0,2020-04-22,lanl
New Hampshire,2020-03-10,0,0,0,2020-04-22,lanl
New Jersey,2020-03-10,1,1,1,2020-04-22,lanl
New Mexico,2020-03-10,0,0,0,2020-04-22,lanl
New York,2020-03-10,0,0,0,2020-04-22,lanl
North Carolina,2020-03-10,0,0,0,2020-04-22,lanl
North Dakota,2020-03-10,0,0,0,2020-04-22,lanl
Ohio,2020-03-10,0,0,0,2020-04-22,lanl
Oklahoma,2020-03-10,0,0,0,2020-04-22,lanl
Oregon,2020-03-10,0,0,0,2020-04-22,lanl
Pennsylvania,2020-03-10,0,0,0,2020-04-22,lanl
Puerto Rico,2020-03-10,0,0,0,2020-04-22,lanl
Rhode Island,2020-03-10,0,0,0,2020-04-22,lanl
South Carolina,2020-03-10,0,0,0,2020-04-22,lanl
South Dakota,2020-03-10,0,0,0,2020-04-22,lanl
Tennessee,2020-03-10,0,0,0,2020-04-22,lanl
Texas,2020-03-10,0,0,0,2020-04-22,lanl
Utah,2020-03-10,0,0,0,2020-04-22,lanl
Vermont,2020-03-10,0,0,0,2020-04-22,lanl
Virginia,2020-03-10,0,0,0,2020-04-22,lanl
Virgin Islands,2020-03-10,0,0,0,2020-04-22,lanl
Washington,2020-03-10,23,23,23,2020-04-22,lanl
West Virginia,2020-03-10,0,0,0,2020-04-22,lanl
Wisconsin,2020-03-10,0,0,0,2020-04-22,lanl
Wyoming,2020-03-10,0,0,0,2020-04-22,lanl
Alabama,2020-03-11,0,0,0,2020-04-22,lanl
Alaska,2020-03-11,0,0,0,2020-04-22,lanl
Arizona,2020-03-11,0,0,0,2020-04-22,lanl
Arkansas,2020-03-11,0,0,0,2020-04-22,lanl
California,2020-03-11,3,3,3,2020-04-22,lanl
Colorado,2020-03-11,0,0,0,2020-04-22,lanl
Connecticut,2020-03-11,0,0,0,2020-04-22,lanl
Delaware,2020-03-11,0,0,0,2020-04-22,lanl
District of Columbia,2020-03-11,0,0,0,2020-04-22,lanl
Florida,2020-03-11,2,2,2,2020-04-22,lanl
Georgia,2020-03-11,0,0,0,2020-04-22,lanl
Hawaii,2020-03-11,0,0,0,2020-04-22,lanl
Idaho,2020-03-11,0,0,0,2020-04-22,lanl
Illinois,2020-03-11,0,0,0,2020-04-22,lanl
Indiana,2020-03-11,0,0,0,2020-04-22,lanl
Iowa,2020-03-11,0,0,0,2020-04-22,lanl
Kansas,2020-03-11,0,0,0,2020-04-22,lanl
Kentucky,2020-03-11,0,0,0,2020-04-22,lanl
Louisiana,2020-03-11,0,0,0,2020-04-22,lanl
Maine,2020-03-11,0,0,0,2020-04-22,lanl
Maryland,2020-03-11,0,0,0,2020-04-22,lanl
Massachusetts,2020-03-11,0,0,0,2020-04-22,lanl
Michigan,2020-03-11,0,0,0,2020-04-22,lanl
Minnesota,2020-03-11,0,0,0,2020-04-22,lanl
Mississippi,2020-03-11,0,0,0,2020-04-22,lanl
Missouri,2020-03-11,0,0,0,2020-04-22,lanl
Montana,2020-03-11,0,0,0,2020-04-22,lanl
Nebraska,2020-03-11,0,0,0,2020-04-22,lanl
Nevada,2020-03-11,0,0,0,2020-04-22,lanl
New Hampshire,2020-03-11,0,0,0,2020-04-22,lanl
New Jersey,2020-03-11,1,1,1,2020-04-22,lanl
New Mexico,2020-03-11,0,0,0,2020-04-22,lanl
New York,2020-03-11,0,0,0,2020-04-22,lanl
North Carolina,2020-03-11,0,0,0,2020-04-22,lanl
North Dakota,2020-03-11,0,0,0,2020-04-22,lanl
Ohio,2020-03-11,0,0,0,2020-04-22,lanl
Oklahoma,2020-03-11,0,0,0,2020-04-22,lanl
Oregon,2020-03-11,0,0,0,2020-04-22,lanl
Pennsylvania,2020-03-11,0,0,0,2020-04-22,lanl
Puerto Rico,2020-03-11,0,0,0,2020-04-22,lanl
Rhode Island,2020-03-11,0,0,0,2020-04-22,lanl
South Carolina,2020-03-11,0,0,0,2020-04-22,lanl
South Dakota,2020-03-11,1,1,1,2020-04-22,lanl
Tennessee,2020-03-11,0,0,0,2020-04-22,lanl
Texas,2020-03-11,0,0,0,2020-04-22,lanl
Utah,2020-03-11,0,0,0,2020-04-22,lanl
Vermont,2020-03-11,0,0,0,2020-04-22,lanl
Virginia,2020-03-11,0,0,0,2020-04-22,lanl
Virgin Islands,2020-03-11,0,0,0,2020-04-22,lanl
Washington,2020-03-11,29,29,29,2020-04-22,lanl
West Virginia,2020-03-11,0,0,0,2020-04-22,lanl
Wisconsin,2020-03-11,0,0,0,2020-04-22,lanl
Wyoming,2020-03-11,0,0,0,2020-04-22,lanl
Alabama,2020-03-12,0,0,0,2020-04-22,lanl
