location_name,date,deaths,lower,upper,model_date,model
Albania,2020-03-09,0,0,0,2020-04-29,lanl
Andorra,2020-03-09,0,0,0,2020-04-29,lanl
Austria,2020-03-09,0,0,0,2020-04-29,lanl
Belarus,2020-03-09,0,0,0,2020-04-29,lanl
Belgium,2020-03-09,0,0,0,2020-04-29,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-04-29,lanl
Bulgaria,2020-03-09,0,0,0,2020-04-29,lanl
Canada,2020-03-09,0,0,0,2020-04-29,lanl
Croatia,2020-03-09,0,0,0,2020-04-29,lanl
Czechia,2020-03-09,0,0,0,2020-04-29,lanl
Denmark,2020-03-09,0,0,0,2020-04-29,lanl
Estonia,2020-03-09,0,0,0,2020-04-29,lanl
Finland,2020-03-09,0,0,0,2020-04-29,lanl
France,2020-03-09,0,0,0,2020-04-29,lanl
Germany,2020-03-09,0,0,0,2020-04-29,lanl
Greece,2020-03-09,0,0,0,2020-04-29,lanl
Hungary,2020-03-09,0,0,0,2020-04-29,lanl
Ireland,2020-03-09,0,0,0,2020-04-29,lanl
Italy,2020-03-09,0,0,0,2020-04-29,lanl
Lithuania,2020-03-09,0,0,0,2020-04-29,lanl
Luxembourg,2020-03-09,0,0,0,2020-04-29,lanl
Moldova,2020-03-09,0,0,0,2020-04-29,lanl
Netherlands,2020-03-09,0,0,0,2020-04-29,lanl
North Macedonia,2020-03-09,0,0,0,2020-04-29,lanl
Norway,2020-03-09,0,0,0,2020-04-29,lanl
Poland,2020-03-09,0,0,0,2020-04-29,lanl
Portugal,2020-03-09,0,0,0,2020-04-29,lanl
Romania,2020-03-09,0,0,0,2020-04-29,lanl
Russia,2020-03-09,0,0,0,2020-04-29,lanl
San Marino,2020-03-09,0,0,0,2020-04-29,lanl
Serbia,2020-03-09,0,0,0,2020-04-29,lanl
Slovakia,2020-03-09,0,0,0,2020-04-29,lanl
Slovenia,2020-03-09,0,0,0,2020-04-29,lanl
Spain,2020-03-09,0,0,0,2020-04-29,lanl
Sweden,2020-03-09,0,0,0,2020-04-29,lanl
Switzerland,2020-03-09,0,0,0,2020-04-29,lanl
Ukraine,2020-03-09,0,0,0,2020-04-29,lanl
United Kingdom,2020-03-09,0,0,0,2020-04-29,lanl
US,2020-03-09,0,0,0,2020-04-29,lanl
Albania,2020-03-10,0,0,0,2020-04-29,lanl
Andorra,2020-03-10,0,0,0,2020-04-29,lanl
Austria,2020-03-10,0,0,0,2020-04-29,lanl
Belarus,2020-03-10,0,0,0,2020-04-29,lanl
Belgium,2020-03-10,0,0,0,2020-04-29,lanl
Bosnia and Herzegovina,2020-03-10,0,0,0,2020-04-29,lanl
Bulgaria,2020-03-10,0,0,0,2020-04-29,lanl
Canada,2020-03-10,1,1,1,2020-04-29,lanl
Croatia,2020-03-10,0,0,0,2020-04-29,lanl
Czechia,2020-03-10,0,0,0,2020-04-29,lanl
Denmark,2020-03-10,0,0,0,2020-04-29,lanl
Estonia,2020-03-10,0,0,0,2020-04-29,lanl
Finland,2020-03-10,0,0,0,2020-04-29,lanl
France,2020-03-10,33,33,33,2020-04-29,lanl
Germany,2020-03-10,2,2,2,2020-04-29,lanl
Greece,2020-03-10,0,0,0,2020-04-29,lanl
Hungary,2020-03-10,0,0,0,2020-04-29,lanl
Ireland,2020-03-10,0,0,0,2020-04-29,lanl
Italy,2020-03-10,631,631,631,2020-04-29,lanl
Lithuania,2020-03-10,0,0,0,2020-04-29,lanl
Luxembourg,2020-03-10,0,0,0,2020-04-29,lanl
Moldova,2020-03-10,0,0,0,2020-04-29,lanl
Netherlands,2020-03-10,4,4,4,2020-04-29,lanl
North Macedonia,2020-03-10,0,0,0,2020-04-29,lanl
Norway,2020-03-10,0,0,0,2020-04-29,lanl
Poland,2020-03-10,0,0,0,2020-04-29,lanl
Portugal,2020-03-10,0,0,0,2020-04-29,lanl
Romania,2020-03-10,0,0,0,2020-04-29,lanl
Russia,2020-03-10,0,0,0,2020-04-29,lanl
San Marino,2020-03-10,2,2,2,2020-04-29,lanl
Serbia,2020-03-10,0,0,0,2020-04-29,lanl
Slovakia,2020-03-10,0,0,0,2020-04-29,lanl
Slovenia,2020-03-10,0,0,0,2020-04-29,lanl
Spain,2020-03-10,35,35,35,2020-04-29,lanl
Sweden,2020-03-10,0,0,0,2020-04-29,lanl
Switzerland,2020-03-10,3,3,3,2020-04-29,lanl
Ukraine,2020-03-10,0,0,0,2020-04-29,lanl
United Kingdom,2020-03-10,6,6,6,2020-04-29,lanl
US,2020-03-10,28,28,28,2020-04-29,lanl
Albania,2020-03-11,1,1,1,2020-04-29,lanl
Andorra,2020-03-11,0,0,0,2020-04-29,lanl
Austria,2020-03-11,0,0,0,2020-04-29,lanl
Belarus,2020-03-11,0,0,0,2020-04-29,lanl
Belgium,2020-03-11,3,3,3,2020-04-29,lanl
Bosnia and Herzegovina,2020-03-11,0,0,0,2020-04-29,lanl
Bulgaria,2020-03-11,1,1,1,2020-04-29,lanl
Canada,2020-03-11,1,1,1,2020-04-29,lanl
Croatia,2020-03-11,0,0,0,2020-04-29,lanl
Czechia,2020-03-11,0,0,0,2020-04-29,lanl
Denmark,2020-03-11,0,0,0,2020-04-29,lanl
Estonia,2020-03-11,0,0,0,2020-04-29,lanl
Finland,2020-03-11,0,0,0,2020-04-29,lanl
France,2020-03-11,48,48,48,2020-04-29,lanl
Germany,2020-03-11,3,3,3,2020-04-29,lanl
Greece,2020-03-11,1,1,1,2020-04-29,lanl
Hungary,2020-03-11,0,0,0,2020-04-29,lanl
Ireland,2020-03-11,1,1,1,2020-04-29,lanl
Italy,2020-03-11,827,827,827,2020-04-29,lanl
