location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-06-23,lanl
Albania,2020-03-09,0,0,0,2020-06-23,lanl
Algeria,2020-03-09,0,0,0,2020-06-23,lanl
Andorra,2020-03-09,0,0,0,2020-06-23,lanl
Argentina,2020-03-09,1,1,1,2020-06-23,lanl
Armenia,2020-03-09,0,0,0,2020-06-23,lanl
Australia,2020-03-09,3,3,3,2020-06-23,lanl
Austria,2020-03-09,0,0,0,2020-06-23,lanl
Azerbaijan,2020-03-09,0,0,0,2020-06-23,lanl
Bahrain,2020-03-09,0,0,0,2020-06-23,lanl
Bangladesh,2020-03-09,0,0,0,2020-06-23,lanl
Belarus,2020-03-09,0,0,0,2020-06-23,lanl
Belgium,2020-03-09,0,0,0,2020-06-23,lanl
Bolivia,2020-03-09,0,0,0,2020-06-23,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-06-23,lanl
Brazil,2020-03-09,0,0,0,2020-06-23,lanl
Bulgaria,2020-03-09,0,0,0,2020-06-23,lanl
Burkina Faso,2020-03-09,0,0,0,2020-06-23,lanl
Cameroon,2020-03-09,0,0,0,2020-06-23,lanl
Canada,2020-03-09,1,1,1,2020-06-23,lanl
Central African Republic,2020-03-09,0,0,0,2020-06-23,lanl
Chad,2020-03-09,0,0,0,2020-06-23,lanl
Chile,2020-03-09,0,0,0,2020-06-23,lanl
China,2020-03-09,3123,3123,3123,2020-06-23,lanl
Colombia,2020-03-09,0,0,0,2020-06-23,lanl
Republic of Congo,2020-03-09,0,0,0,2020-06-23,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-06-23,lanl
Croatia,2020-03-09,0,0,0,2020-06-23,lanl
Cuba,2020-03-09,0,0,0,2020-06-23,lanl
Czechia,2020-03-09,0,0,0,2020-06-23,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-06-23,lanl
Denmark,2020-03-09,0,0,0,2020-06-23,lanl
Djibouti,2020-03-09,0,0,0,2020-06-23,lanl
Dominican Republic,2020-03-09,0,0,0,2020-06-23,lanl
Ecuador,2020-03-09,0,0,0,2020-06-23,lanl
Egypt,2020-03-09,1,1,1,2020-06-23,lanl
El Salvador,2020-03-09,0,0,0,2020-06-23,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-06-23,lanl
Estonia,2020-03-09,0,0,0,2020-06-23,lanl
Ethiopia,2020-03-09,0,0,0,2020-06-23,lanl
Finland,2020-03-09,0,0,0,2020-06-23,lanl
France,2020-03-09,19,19,19,2020-06-23,lanl
Gabon,2020-03-09,0,0,0,2020-06-23,lanl
Germany,2020-03-09,2,2,2,2020-06-23,lanl
Ghana,2020-03-09,0,0,0,2020-06-23,lanl
Greece,2020-03-09,0,0,0,2020-06-23,lanl
Guatemala,2020-03-09,0,0,0,2020-06-23,lanl
Guinea,2020-03-09,0,0,0,2020-06-23,lanl
Haiti,2020-03-09,0,0,0,2020-06-23,lanl
Honduras,2020-03-09,0,0,0,2020-06-23,lanl
Hungary,2020-03-09,0,0,0,2020-06-23,lanl
India,2020-03-09,0,0,0,2020-06-23,lanl
Indonesia,2020-03-09,0,0,0,2020-06-23,lanl
Iran,2020-03-09,237,237,237,2020-06-23,lanl
Iraq,2020-03-09,6,6,6,2020-06-23,lanl
Ireland,2020-03-09,0,0,0,2020-06-23,lanl
Israel,2020-03-09,0,0,0,2020-06-23,lanl
Italy,2020-03-09,463,463,463,2020-06-23,lanl
Japan,2020-03-09,10,10,10,2020-06-23,lanl
Kazakhstan,2020-03-09,0,0,0,2020-06-23,lanl
Kenya,2020-03-09,0,0,0,2020-06-23,lanl
Kosovo,2020-03-09,0,0,0,2020-06-23,lanl
Kuwait,2020-03-09,0,0,0,2020-06-23,lanl
Kyrgyzstan,2020-03-09,0,0,0,2020-06-23,lanl
Latvia,2020-03-09,0,0,0,2020-06-23,lanl
Lebanon,2020-03-09,0,0,0,2020-06-23,lanl
Liberia,2020-03-09,0,0,0,2020-06-23,lanl
Lithuania,2020-03-09,0,0,0,2020-06-23,lanl
Luxembourg,2020-03-09,0,0,0,2020-06-23,lanl
