location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-07-26,lanl
Albania,2020-03-09,0,0,0,2020-07-26,lanl
Algeria,2020-03-09,0,0,0,2020-07-26,lanl
Andorra,2020-03-09,0,0,0,2020-07-26,lanl
Angola,2020-03-09,0,0,0,2020-07-26,lanl
Argentina,2020-03-09,1,1,1,2020-07-26,lanl
Armenia,2020-03-09,0,0,0,2020-07-26,lanl
Australia,2020-03-09,3,3,3,2020-07-26,lanl
Austria,2020-03-09,0,0,0,2020-07-26,lanl
Azerbaijan,2020-03-09,0,0,0,2020-07-26,lanl
Bahrain,2020-03-09,0,0,0,2020-07-26,lanl
Bangladesh,2020-03-09,0,0,0,2020-07-26,lanl
Belarus,2020-03-09,0,0,0,2020-07-26,lanl
Belgium,2020-03-09,0,0,0,2020-07-26,lanl
Benin,2020-03-09,0,0,0,2020-07-26,lanl
Bolivia,2020-03-09,0,0,0,2020-07-26,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-07-26,lanl
Brazil,2020-03-09,0,0,0,2020-07-26,lanl
Bulgaria,2020-03-09,0,0,0,2020-07-26,lanl
Burkina Faso,2020-03-09,0,0,0,2020-07-26,lanl
Cabo Verde,2020-03-09,0,0,0,2020-07-26,lanl
Cameroon,2020-03-09,0,0,0,2020-07-26,lanl
Canada,2020-03-09,1,1,1,2020-07-26,lanl
Central African Republic,2020-03-09,0,0,0,2020-07-26,lanl
Chad,2020-03-09,0,0,0,2020-07-26,lanl
Chile,2020-03-09,0,0,0,2020-07-26,lanl
China,2020-03-09,3123,3123,3123,2020-07-26,lanl
Colombia,2020-03-09,0,0,0,2020-07-26,lanl
Republic of Congo,2020-03-09,0,0,0,2020-07-26,lanl
Costa Rica,2020-03-09,0,0,0,2020-07-26,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-07-26,lanl
Croatia,2020-03-09,0,0,0,2020-07-26,lanl
Cuba,2020-03-09,0,0,0,2020-07-26,lanl
Czechia,2020-03-09,0,0,0,2020-07-26,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-07-26,lanl
Denmark,2020-03-09,0,0,0,2020-07-26,lanl
Djibouti,2020-03-09,0,0,0,2020-07-26,lanl
Dominican Republic,2020-03-09,0,0,0,2020-07-26,lanl
Ecuador,2020-03-09,0,0,0,2020-07-26,lanl
Egypt,2020-03-09,1,1,1,2020-07-26,lanl
El Salvador,2020-03-09,0,0,0,2020-07-26,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-07-26,lanl
Estonia,2020-03-09,0,0,0,2020-07-26,lanl
Eswatini,2020-03-09,0,0,0,2020-07-26,lanl
Ethiopia,2020-03-09,0,0,0,2020-07-26,lanl
Finland,2020-03-09,0,0,0,2020-07-26,lanl
France,2020-03-09,19,19,19,2020-07-26,lanl
Gabon,2020-03-09,0,0,0,2020-07-26,lanl
Germany,2020-03-09,2,2,2,2020-07-26,lanl
Ghana,2020-03-09,0,0,0,2020-07-26,lanl
Greece,2020-03-09,0,0,0,2020-07-26,lanl
Guatemala,2020-03-09,0,0,0,2020-07-26,lanl
Guinea,2020-03-09,0,0,0,2020-07-26,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-07-26,lanl
Guyana,2020-03-09,0,0,0,2020-07-26,lanl
Haiti,2020-03-09,0,0,0,2020-07-26,lanl
Honduras,2020-03-09,0,0,0,2020-07-26,lanl
Hungary,2020-03-09,0,0,0,2020-07-26,lanl
India,2020-03-09,0,0,0,2020-07-26,lanl
Indonesia,2020-03-09,0,0,0,2020-07-26,lanl
Iran,2020-03-09,237,237,237,2020-07-26,lanl
Iraq,2020-03-09,6,6,6,2020-07-26,lanl
Ireland,2020-03-09,0,0,0,2020-07-26,lanl
Israel,2020-03-09,0,0,0,2020-07-26,lanl
Italy,2020-03-09,463,463,463,2020-07-26,lanl
Japan,2020-03-09,10,10,10,2020-07-26,lanl
Kazakhstan,2020-03-09,0,0,0,2020-07-26,lanl
Kenya,2020-03-09,0,0,0,2020-07-26,lanl
Kosovo,2020-03-09,0,0,0,2020-07-26,lanl
Kuwait,2020-03-09,0,0,0,2020-07-26,lanl
Kyrgyzstan,2020-03-09,0,0,0,2020-07-26,lanl
Latvia,2020-03-09,0,0,0,2020-07-26,lanl
Lebanon,2020-03-09,0,0,0,2020-07-26,lanl
Liberia,2020-03-09,0,0,0,2020-07-26,lanl
Libya,2020-03-09,0,0,0,2020-07-26,lanl
Lithuania,2020-03-09,0,0,0,2020-07-26,lanl
Luxembourg,2020-03-09,0,0,0,2020-07-26,lanl
Madagascar,2020-03-09,0,0,0,2020-07-26,lanl
Malawi,2020-03-09,0,0,0,2020-07-26,lanl
Malaysia,2020-03-09,0,0,0,2020-07-26,lanl
Mali,2020-03-09,0,0,0,2020-07-26,lanl
Mauritania,2020-03-09,0,0,0,2020-07-26,lanl
