location_name,date,deaths,lower,upper,model_date,model
Alabama,2020-03-09,0,0,0,2020-04-12,lanl
Alaska,2020-03-09,0,0,0,2020-04-12,lanl
Arizona,2020-03-09,0,0,0,2020-04-12,lanl
Arkansas,2020-03-09,0,0,0,2020-04-12,lanl
California,2020-03-09,0,0,0,2020-04-12,lanl
Colorado,2020-03-09,0,0,0,2020-04-12,lanl
Connecticut,2020-03-09,0,0,0,2020-04-12,lanl
Delaware,2020-03-09,0,0,0,2020-04-12,lanl
District of Columbia,2020-03-09,0,0,0,2020-04-12,lanl
Florida,2020-03-09,0,0,0,2020-04-12,lanl
Georgia,2020-03-09,0,0,0,2020-04-12,lanl
Hawaii,2020-03-09,0,0,0,2020-04-12,lanl
Idaho,2020-03-09,0,0,0,2020-04-12,lanl
Illinois,2020-03-09,0,0,0,2020-04-12,lanl
Indiana,2020-03-09,0,0,0,2020-04-12,lanl
Iowa,2020-03-09,0,0,0,2020-04-12,lanl
Kansas,2020-03-09,0,0,0,2020-04-12,lanl
Kentucky,2020-03-09,0,0,0,2020-04-12,lanl
Louisiana,2020-03-09,0,0,0,2020-04-12,lanl
Maine,2020-03-09,0,0,0,2020-04-12,lanl
Maryland,2020-03-09,0,0,0,2020-04-12,lanl
Massachusetts,2020-03-09,0,0,0,2020-04-12,lanl
Michigan,2020-03-09,0,0,0,2020-04-12,lanl
Minnesota,2020-03-09,0,0,0,2020-04-12,lanl
Mississippi,2020-03-09,0,0,0,2020-04-12,lanl
Missouri,2020-03-09,0,0,0,2020-04-12,lanl
Montana,2020-03-09,0,0,0,2020-04-12,lanl
Nebraska,2020-03-09,0,0,0,2020-04-12,lanl
Nevada,2020-03-09,0,0,0,2020-04-12,lanl
New Hampshire,2020-03-09,0,0,0,2020-04-12,lanl
New Jersey,2020-03-09,0,0,0,2020-04-12,lanl
New Mexico,2020-03-09,0,0,0,2020-04-12,lanl
New York,2020-03-09,0,0,0,2020-04-12,lanl
North Carolina,2020-03-09,0,0,0,2020-04-12,lanl
North Dakota,2020-03-09,0,0,0,2020-04-12,lanl
Ohio,2020-03-09,0,0,0,2020-04-12,lanl
Oklahoma,2020-03-09,0,0,0,2020-04-12,lanl
Oregon,2020-03-09,0,0,0,2020-04-12,lanl
Pennsylvania,2020-03-09,0,0,0,2020-04-12,lanl
Puerto Rico,2020-03-09,0,0,0,2020-04-12,lanl
Rhode Island,2020-03-09,0,0,0,2020-04-12,lanl
South Carolina,2020-03-09,0,0,0,2020-04-12,lanl
South Dakota,2020-03-09,0,0,0,2020-04-12,lanl
Tennessee,2020-03-09,0,0,0,2020-04-12,lanl
Texas,2020-03-09,0,0,0,2020-04-12,lanl
Utah,2020-03-09,0,0,0,2020-04-12,lanl
Vermont,2020-03-09,0,0,0,2020-04-12,lanl
Virginia,2020-03-09,0,0,0,2020-04-12,lanl
Virgin Islands,2020-03-09,0,0,0,2020-04-12,lanl
Washington,2020-03-09,0,0,0,2020-04-12,lanl
West Virginia,2020-03-09,0,0,0,2020-04-12,lanl
Wisconsin,2020-03-09,0,0,0,2020-04-12,lanl
Wyoming,2020-03-09,0,0,0,2020-04-12,lanl
Alabama,2020-03-10,0,0,0,2020-04-12,lanl
Alaska,2020-03-10,0,0,0,2020-04-12,lanl
Arizona,2020-03-10,0,0,0,2020-04-12,lanl
Arkansas,2020-03-10,0,0,0,2020-04-12,lanl
California,2020-03-10,2,2,2,2020-04-12,lanl
Colorado,2020-03-10,0,0,0,2020-04-12,lanl
Connecticut,2020-03-10,0,0,0,2020-04-12,lanl
Delaware,2020-03-10,0,0,0,2020-04-12,lanl
District of Columbia,2020-03-10,0,0,0,2020-04-12,lanl
Florida,2020-03-10,2,2,2,2020-04-12,lanl
Georgia,2020-03-10,0,0,0,2020-04-12,lanl
Hawaii,2020-03-10,0,0,0,2020-04-12,lanl
Idaho,2020-03-10,0,0,0,2020-04-12,lanl
Illinois,2020-03-10,0,0,0,2020-04-12,lanl
Indiana,2020-03-10,0,0,0,2020-04-12,lanl
Iowa,2020-03-10,0,0,0,2020-04-12,lanl
Kansas,2020-03-10,0,0,0,2020-04-12,lanl
Kentucky,2020-03-10,0,0,0,2020-04-12,lanl
Louisiana,2020-03-10,0,0,0,2020-04-12,lanl
Maine,2020-03-10,0,0,0,2020-04-12,lanl
Maryland,2020-03-10,0,0,0,2020-04-12,lanl
Massachusetts,2020-03-10,0,0,0,2020-04-12,lanl
Michigan,2020-03-10,0,0,0,2020-04-12,lanl
Minnesota,2020-03-10,0,0,0,2020-04-12,lanl
