location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-07-12,lanl
Albania,2020-03-09,0,0,0,2020-07-12,lanl
Algeria,2020-03-09,0,0,0,2020-07-12,lanl
Andorra,2020-03-09,0,0,0,2020-07-12,lanl
Angola,2020-03-09,0,0,0,2020-07-12,lanl
Argentina,2020-03-09,1,1,1,2020-07-12,lanl
Armenia,2020-03-09,0,0,0,2020-07-12,lanl
Australia,2020-03-09,3,3,3,2020-07-12,lanl
Austria,2020-03-09,0,0,0,2020-07-12,lanl
Azerbaijan,2020-03-09,0,0,0,2020-07-12,lanl
Bahrain,2020-03-09,0,0,0,2020-07-12,lanl
Bangladesh,2020-03-09,0,0,0,2020-07-12,lanl
Belarus,2020-03-09,0,0,0,2020-07-12,lanl
Belgium,2020-03-09,0,0,0,2020-07-12,lanl
Benin,2020-03-09,0,0,0,2020-07-12,lanl
Bolivia,2020-03-09,0,0,0,2020-07-12,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-07-12,lanl
Brazil,2020-03-09,0,0,0,2020-07-12,lanl
Bulgaria,2020-03-09,0,0,0,2020-07-12,lanl
Burkina Faso,2020-03-09,0,0,0,2020-07-12,lanl
Cameroon,2020-03-09,0,0,0,2020-07-12,lanl
Canada,2020-03-09,1,1,1,2020-07-12,lanl
Central African Republic,2020-03-09,0,0,0,2020-07-12,lanl
Chad,2020-03-09,0,0,0,2020-07-12,lanl
Chile,2020-03-09,0,0,0,2020-07-12,lanl
China,2020-03-09,3123,3123,3123,2020-07-12,lanl
Colombia,2020-03-09,0,0,0,2020-07-12,lanl
Republic of Congo,2020-03-09,0,0,0,2020-07-12,lanl
Costa Rica,2020-03-09,0,0,0,2020-07-12,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-07-12,lanl
Croatia,2020-03-09,0,0,0,2020-07-12,lanl
Cuba,2020-03-09,0,0,0,2020-07-12,lanl
Czechia,2020-03-09,0,0,0,2020-07-12,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-07-12,lanl
Denmark,2020-03-09,0,0,0,2020-07-12,lanl
Djibouti,2020-03-09,0,0,0,2020-07-12,lanl
Dominican Republic,2020-03-09,0,0,0,2020-07-12,lanl
Ecuador,2020-03-09,0,0,0,2020-07-12,lanl
Egypt,2020-03-09,1,1,1,2020-07-12,lanl
El Salvador,2020-03-09,0,0,0,2020-07-12,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-07-12,lanl
Estonia,2020-03-09,0,0,0,2020-07-12,lanl
Eswatini,2020-03-09,0,0,0,2020-07-12,lanl
Ethiopia,2020-03-09,0,0,0,2020-07-12,lanl
Finland,2020-03-09,0,0,0,2020-07-12,lanl
France,2020-03-09,19,19,19,2020-07-12,lanl
Gabon,2020-03-09,0,0,0,2020-07-12,lanl
Germany,2020-03-09,2,2,2,2020-07-12,lanl
Ghana,2020-03-09,0,0,0,2020-07-12,lanl
Greece,2020-03-09,0,0,0,2020-07-12,lanl
Guatemala,2020-03-09,0,0,0,2020-07-12,lanl
Guinea,2020-03-09,0,0,0,2020-07-12,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-07-12,lanl
Haiti,2020-03-09,0,0,0,2020-07-12,lanl
