location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-08-16,lanl
Albania,2020-03-09,0,0,0,2020-08-16,lanl
Algeria,2020-03-09,0,0,0,2020-08-16,lanl
Andorra,2020-03-09,0,0,0,2020-08-16,lanl
Angola,2020-03-09,0,0,0,2020-08-16,lanl
Argentina,2020-03-09,1,1,1,2020-08-16,lanl
Armenia,2020-03-09,0,0,0,2020-08-16,lanl
Australia,2020-03-09,3,3,3,2020-08-16,lanl
Austria,2020-03-09,0,0,0,2020-08-16,lanl
Azerbaijan,2020-03-09,0,0,0,2020-08-16,lanl
Bahrain,2020-03-09,0,0,0,2020-08-16,lanl
Bangladesh,2020-03-09,0,0,0,2020-08-16,lanl
Belarus,2020-03-09,0,0,0,2020-08-16,lanl
Belgium,2020-03-09,0,0,0,2020-08-16,lanl
Benin,2020-03-09,0,0,0,2020-08-16,lanl
Bolivia,2020-03-09,0,0,0,2020-08-16,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-08-16,lanl
Brazil,2020-03-09,0,0,0,2020-08-16,lanl
Bulgaria,2020-03-09,0,0,0,2020-08-16,lanl
Burkina Faso,2020-03-09,0,0,0,2020-08-16,lanl
Cabo Verde,2020-03-09,0,0,0,2020-08-16,lanl
Cameroon,2020-03-09,0,0,0,2020-08-16,lanl
Canada,2020-03-09,1,1,1,2020-08-16,lanl
Central African Republic,2020-03-09,0,0,0,2020-08-16,lanl
Chad,2020-03-09,0,0,0,2020-08-16,lanl
Chile,2020-03-09,0,0,0,2020-08-16,lanl
China,2020-03-09,3123,3123,3123,2020-08-16,lanl
Colombia,2020-03-09,0,0,0,2020-08-16,lanl
Republic of Congo,2020-03-09,0,0,0,2020-08-16,lanl
Costa Rica,2020-03-09,0,0,0,2020-08-16,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-08-16,lanl
Croatia,2020-03-09,0,0,0,2020-08-16,lanl
Cuba,2020-03-09,0,0,0,2020-08-16,lanl
Cyprus,2020-03-09,0,0,0,2020-08-16,lanl
Czechia,2020-03-09,0,0,0,2020-08-16,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-08-16,lanl
Denmark,2020-03-09,0,0,0,2020-08-16,lanl
Djibouti,2020-03-09,0,0,0,2020-08-16,lanl
Dominican Republic,2020-03-09,0,0,0,2020-08-16,lanl
Ecuador,2020-03-09,0,0,0,2020-08-16,lanl
Egypt,2020-03-09,1,1,1,2020-08-16,lanl
El Salvador,2020-03-09,0,0,0,2020-08-16,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-08-16,lanl
Estonia,2020-03-09,0,0,0,2020-08-16,lanl
Eswatini,2020-03-09,0,0,0,2020-08-16,lanl
Ethiopia,2020-03-09,0,0,0,2020-08-16,lanl
Finland,2020-03-09,0,0,0,2020-08-16,lanl
France,2020-03-09,19,19,19,2020-08-16,lanl
Gabon,2020-03-09,0,0,0,2020-08-16,lanl
Gambia,2020-03-09,0,0,0,2020-08-16,lanl
Germany,2020-03-09,2,2,2,2020-08-16,lanl
Ghana,2020-03-09,0,0,0,2020-08-16,lanl
Greece,2020-03-09,0,0,0,2020-08-16,lanl
Guatemala,2020-03-09,0,0,0,2020-08-16,lanl
Guinea,2020-03-09,0,0,0,2020-08-16,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-08-16,lanl
Guyana,2020-03-09,0,0,0,2020-08-16,lanl
Haiti,2020-03-09,0,0,0,2020-08-16,lanl
Honduras,2020-03-09,0,0,0,2020-08-16,lanl
Hungary,2020-03-09,0,0,0,2020-08-16,lanl
India,2020-03-09,0,0,0,2020-08-16,lanl
Indonesia,2020-03-09,0,0,0,2020-08-16,lanl
Iran,2020-03-09,237,237,237,2020-08-16,lanl
Iraq,2020-03-09,6,6,6,2020-08-16,lanl
Ireland,2020-03-09,0,0,0,2020-08-16,lanl
Israel,2020-03-09,0,0,0,2020-08-16,lanl
Italy,2020-03-09,463,463,463,2020-08-16,lanl
Japan,2020-03-09,10,10,10,2020-08-16,lanl
Kazakhstan,2020-03-09,0,0,0,2020-08-16,lanl
Kenya,2020-03-09,0,0,0,2020-08-16,lanl
Kosovo,2020-03-09,0,0,0,2020-08-16,lanl
Kuwait,2020-03-09,0,0,0,2020-08-16,lanl
Kyrgyzstan,2020-03-09,0,0,0,2020-08-16,lanl
Latvia,2020-03-09,0,0,0,2020-08-16,lanl
Lebanon,2020-03-09,0,0,0,2020-08-16,lanl
Lesotho,2020-03-09,0,0,0,2020-08-16,lanl
Liberia,2020-03-09,0,0,0,2020-08-16,lanl
Libya,2020-03-09,0,0,0,2020-08-16,lanl
Lithuania,2020-03-09,0,0,0,2020-08-16,lanl
Luxembourg,2020-03-09,0,0,0,2020-08-16,lanl
Madagascar,2020-03-09,0,0,0,2020-08-16,lanl
Malawi,2020-03-09,0,0,0,2020-08-16,lanl
Malaysia,2020-03-09,0,0,0,2020-08-16,lanl
Maldives,2020-03-09,0,0,0,2020-08-16,lanl
Mali,2020-03-09,0,0,0,2020-08-16,lanl
Mauritania,2020-03-09,0,0,0,2020-08-16,lanl
Mexico,2020-03-09,0,0,0,2020-08-16,lanl
Moldova,2020-03-09,0,0,0,2020-08-16,lanl
Montenegro,2020-03-09,0,0,0,2020-08-16,lanl
Morocco,2020-03-09,0,0,0,2020-08-16,lanl
Namibia,2020-03-09,0,0,0,2020-08-16,lanl
Nepal,2020-03-09,0,0,0,2020-08-16,lanl
Netherlands,2020-03-09,3,3,3,2020-08-16,lanl
New Zealand,2020-03-09,0,0,0,2020-08-16,lanl
Nicaragua,2020-03-09,0,0,0,2020-08-16,lanl
Niger,2020-03-09,0,0,0,2020-08-16,lanl
Nigeria,2020-03-09,0,0,0,2020-08-16,lanl
North Macedonia,2020-03-09,0,0,0,2020-08-16,lanl
Norway,2020-03-09,0,0,0,2020-08-16,lanl
Oman,2020-03-09,0,0,0,2020-08-16,lanl
Pakistan,2020-03-09,0,0,0,2020-08-16,lanl
Panama,2020-03-09,0,0,0,2020-08-16,lanl
Paraguay,2020-03-09,0,0,0,2020-08-16,lanl
