location_name,date,deaths,lower,upper,model_date,model
Alabama,2020-03-09,0,0,0,2020-04-19,lanl
Alaska,2020-03-09,0,0,0,2020-04-19,lanl
Arizona,2020-03-09,0,0,0,2020-04-19,lanl
Arkansas,2020-03-09,0,0,0,2020-04-19,lanl
California,2020-03-09,0,0,0,2020-04-19,lanl
Colorado,2020-03-09,0,0,0,2020-04-19,lanl
Connecticut,2020-03-09,0,0,0,2020-04-19,lanl
Delaware,2020-03-09,0,0,0,2020-04-19,lanl
District of Columbia,2020-03-09,0,0,0,2020-04-19,lanl
Florida,2020-03-09,0,0,0,2020-04-19,lanl
Georgia,2020-03-09,0,0,0,2020-04-19,lanl
Hawaii,2020-03-09,0,0,0,2020-04-19,lanl
Idaho,2020-03-09,0,0,0,2020-04-19,lanl
Illinois,2020-03-09,0,0,0,2020-04-19,lanl
Indiana,2020-03-09,0,0,0,2020-04-19,lanl
Iowa,2020-03-09,0,0,0,2020-04-19,lanl
Kansas,2020-03-09,0,0,0,2020-04-19,lanl
Kentucky,2020-03-09,0,0,0,2020-04-19,lanl
Louisiana,2020-03-09,0,0,0,2020-04-19,lanl
Maine,2020-03-09,0,0,0,2020-04-19,lanl
Maryland,2020-03-09,0,0,0,2020-04-19,lanl
Massachusetts,2020-03-09,0,0,0,2020-04-19,lanl
Michigan,2020-03-09,0,0,0,2020-04-19,lanl
Minnesota,2020-03-09,0,0,0,2020-04-19,lanl
Mississippi,2020-03-09,0,0,0,2020-04-19,lanl
Missouri,2020-03-09,0,0,0,2020-04-19,lanl
Montana,2020-03-09,0,0,0,2020-04-19,lanl
Nebraska,2020-03-09,0,0,0,2020-04-19,lanl
Nevada,2020-03-09,0,0,0,2020-04-19,lanl
New Hampshire,2020-03-09,0,0,0,2020-04-19,lanl
New Jersey,2020-03-09,0,0,0,2020-04-19,lanl
New Mexico,2020-03-09,0,0,0,2020-04-19,lanl
New York,2020-03-09,0,0,0,2020-04-19,lanl
North Carolina,2020-03-09,0,0,0,2020-04-19,lanl
North Dakota,2020-03-09,0,0,0,2020-04-19,lanl
Ohio,2020-03-09,0,0,0,2020-04-19,lanl
Oklahoma,2020-03-09,0,0,0,2020-04-19,lanl
Oregon,2020-03-09,0,0,0,2020-04-19,lanl
Pennsylvania,2020-03-09,0,0,0,2020-04-19,lanl
Puerto Rico,2020-03-09,0,0,0,2020-04-19,lanl
Rhode Island,2020-03-09,0,0,0,2020-04-19,lanl
South Carolina,2020-03-09,0,0,0,2020-04-19,lanl
South Dakota,2020-03-09,0,0,0,2020-04-19,lanl
Tennessee,2020-03-09,0,0,0,2020-04-19,lanl
Texas,2020-03-09,0,0,0,2020-04-19,lanl
Utah,2020-03-09,0,0,0,2020-04-19,lanl
Vermont,2020-03-09,0,0,0,2020-04-19,lanl
