location_name,date,deaths,lower,upper,model_date,model
Albania,2020-03-09,0,0,0,2020-05-06,lanl
Andorra,2020-03-09,0,0,0,2020-05-06,lanl
Austria,2020-03-09,0,0,0,2020-05-06,lanl
Belarus,2020-03-09,0,0,0,2020-05-06,lanl
Belgium,2020-03-09,0,0,0,2020-05-06,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-05-06,lanl
Bulgaria,2020-03-09,0,0,0,2020-05-06,lanl
Canada,2020-03-09,0,0,0,2020-05-06,lanl
Croatia,2020-03-09,0,0,0,2020-05-06,lanl
Czechia,2020-03-09,0,0,0,2020-05-06,lanl
Denmark,2020-03-09,0,0,0,2020-05-06,lanl
Estonia,2020-03-09,0,0,0,2020-05-06,lanl
Finland,2020-03-09,0,0,0,2020-05-06,lanl
France,2020-03-09,0,0,0,2020-05-06,lanl
Germany,2020-03-09,0,0,0,2020-05-06,lanl
Greece,2020-03-09,0,0,0,2020-05-06,lanl
Hungary,2020-03-09,0,0,0,2020-05-06,lanl
Ireland,2020-03-09,0,0,0,2020-05-06,lanl
Italy,2020-03-09,0,0,0,2020-05-06,lanl
Kosovo,2020-03-09,0,0,0,2020-05-06,lanl
Lithuania,2020-03-09,0,0,0,2020-05-06,lanl
Luxembourg,2020-03-09,0,0,0,2020-05-06,lanl
Moldova,2020-03-09,0,0,0,2020-05-06,lanl
Netherlands,2020-03-09,0,0,0,2020-05-06,lanl
North Macedonia,2020-03-09,0,0,0,2020-05-06,lanl
Norway,2020-03-09,0,0,0,2020-05-06,lanl
Poland,2020-03-09,0,0,0,2020-05-06,lanl
Portugal,2020-03-09,0,0,0,2020-05-06,lanl
Romania,2020-03-09,0,0,0,2020-05-06,lanl
Russia,2020-03-09,0,0,0,2020-05-06,lanl
San Marino,2020-03-09,0,0,0,2020-05-06,lanl
Serbia,2020-03-09,0,0,0,2020-05-06,lanl
Slovakia,2020-03-09,0,0,0,2020-05-06,lanl
Slovenia,2020-03-09,0,0,0,2020-05-06,lanl
Spain,2020-03-09,0,0,0,2020-05-06,lanl
Sweden,2020-03-09,0,0,0,2020-05-06,lanl
Switzerland,2020-03-09,0,0,0,2020-05-06,lanl
Ukraine,2020-03-09,0,0,0,2020-05-06,lanl
United Kingdom,2020-03-09,0,0,0,2020-05-06,lanl
US,2020-03-09,0,0,0,2020-05-06,lanl
Albania,2020-03-10,0,0,0,2020-05-06,lanl
Andorra,2020-03-10,0,0,0,2020-05-06,lanl
Austria,2020-03-10,0,0,0,2020-05-06,lanl
Belarus,2020-03-10,0,0,0,2020-05-06,lanl
Belgium,2020-03-10,0,0,0,2020-05-06,lanl
Bosnia and Herzegovina,2020-03-10,0,0,0,2020-05-06,lanl
Bulgaria,2020-03-10,0,0,0,2020-05-06,lanl
Canada,2020-03-10,1,1,1,2020-05-06,lanl
Croatia,2020-03-10,0,0,0,2020-05-06,lanl
Czechia,2020-03-10,0,0,0,2020-05-06,lanl
Denmark,2020-03-10,0,0,0,2020-05-06,lanl
Estonia,2020-03-10,0,0,0,2020-05-06,lanl
Finland,2020-03-10,0,0,0,2020-05-06,lanl
France,2020-03-10,33,33,33,2020-05-06,lanl
Germany,2020-03-10,2,2,2,2020-05-06,lanl
Greece,2020-03-10,0,0,0,2020-05-06,lanl
Hungary,2020-03-10,0,0,0,2020-05-06,lanl
Ireland,2020-03-10,0,0,0,2020-05-06,lanl
Italy,2020-03-10,631,631,631,2020-05-06,lanl
Kosovo,2020-03-10,0,0,0,2020-05-06,lanl
Lithuania,2020-03-10,0,0,0,2020-05-06,lanl
Luxembourg,2020-03-10,0,0,0,2020-05-06,lanl
Moldova,2020-03-10,0,0,0,2020-05-06,lanl
Netherlands,2020-03-10,4,4,4,2020-05-06,lanl
North Macedonia,2020-03-10,0,0,0,2020-05-06,lanl
Norway,2020-03-10,0,0,0,2020-05-06,lanl
Poland,2020-03-10,0,0,0,2020-05-06,lanl
Portugal,2020-03-10,0,0,0,2020-05-06,lanl
Romania,2020-03-10,0,0,0,2020-05-06,lanl
Russia,2020-03-10,0,0,0,2020-05-06,lanl
San Marino,2020-03-10,2,2,2,2020-05-06,lanl
Serbia,2020-03-10,0,0,0,2020-05-06,lanl
Slovakia,2020-03-10,0,0,0,2020-05-06,lanl
Slovenia,2020-03-10,0,0,0,2020-05-06,lanl
Spain,2020-03-10,35,35,35,2020-05-06,lanl
Sweden,2020-03-10,0,0,0,2020-05-06,lanl
Switzerland,2020-03-10,3,3,3,2020-05-06,lanl
Ukraine,2020-03-10,0,0,0,2020-05-06,lanl
United Kingdom,2020-03-10,7,7,7,2020-05-06,lanl
US,2020-03-10,28,28,28,2020-05-06,lanl
Albania,2020-03-11,1,1,1,2020-05-06,lanl
Andorra,2020-03-11,0,0,0,2020-05-06,lanl
Austria,2020-03-11,0,0,0,2020-05-06,lanl
Belarus,2020-03-11,0,0,0,2020-05-06,lanl
