0,2020/5/9,0,1322533.3062233245,1350557.8115542247,1379176.1566737683,1408400.9250581097,1438244.9668274976,1468721.404396467,1499843.6382437597,1531625.3528045132,1564080.5224872974,1597223.4178186615,1631068.611717876,1665630.9859046421,1700925.737442578,1736968.385421362,1773774.7777804714,1811361.0982775155,1849743.8736042273,1888939.980653246,1928966.6539388772,1969841.4931751078,2011582.4710141884,2054207.9409492067,2097736.645384108,2142187.7238747277,2187580.721544443,2233935.5976781594,2281272.7344984007,2329612.9461273625,2378977.4877388817,2429388.064904317
0,2020/5/10,0,1348431.1235695004,1376511.525519426,1405176.6877584653,1434438.7876264,1464310.256050005,1494803.7828238718,1525932.3220012009,1557709.0973968543,1590147.6082050067,1623261.6347337838,1657065.2442593155,1691572.7970017039,1726798.9522254332,1762758.6744668197,1799467.2398911435,1836940.242782167,1875193.6021667907,1914243.5685776686,1954106.730956648,1994800.0237019695,2036340.7338622275,2078746.5084801328,2122035.3620892116,2166225.684366617,2211336.247945307,2257386.216388907,2304395.152332645,2352383.025793818,2401370.2226553163,2451377.553325823
0,2020/5/11,0,1371361.0814245802,1399017.8215048222,1427232.3251691607,1456015.841039626,1485379.8445933189,1515336.0427374814,1545896.378476831,1577073.0356750267,1608878.4439121576,1641325.2834401976,1674426.490238395,1708195.2611706199,1742645.0592467187,1777789.618989976,1813642.951912828,1850219.3521030024,1887533.4019223172,1925599.9778204106,1964434.256265717,2004051.719796056,2044468.1631912445,2085699.699770197,2127762.7678150195,2170674.137124658,2214450.9157007257,2259110.556568153,2304670.864733404,2351150.0042830147,2398566.505625292,2446939.2728780583
0,2020/5/12,0,1391504.3322859935,1418200.0093448167,1445407.83656882,1473137.6394361556,1501399.4319244178,1530203.4201269622,1559560.0059385977,1589479.7908119925,1619973.5795861422,1651052.3843882885,1682727.4286106958,1715010.1509637174,1747912.209606623,1781445.486357674,1815622.0909849668,1850454.3655795944,1885954.8890127118,1922136.481478099,1959012.2091218818,1996595.3887610675,2034899.5926926057,2073938.6535947088,2113726.6695222054,2154278.008997726,2195607.316200564,2237729.516255083,2280659.820620578,2324413.7325845454,2369007.0528613366,2414455.8852982176
0,2020/5/13,0,1411416.978020599,1437138.4195310757,1463328.6045551128,1489996.075400941,1517149.5300504752,1544797.8249962872,1572949.9781302798,1601615.1716850032,1630802.7552285718,1660522.2487141627,1690783.3455850855,1721595.9159364388,1752970.0097343863,1784915.860094098,1817443.8866174277,1850564.6987914194,1884289.099448743,1918628.088291197,1953592.8654774176,1989194.8352759755,2025445.6097850422,2062357.012719843,2099941.0832691346,2138210.0800219607,2177176.4849659665,2216853.0075585833,2257252.588872398,2298388.4058160745,2340273.875432193,2382922.6592734107
0,2020/5/14,0,1430016.2382689402,1454574.4631259248,1479554.4359267347,1504963.399512786,1530808.7211096284,1557097.8944630385,1583838.5420118032,1611038.417097816,1638705.406214123,1666847.5312915829,1695472.9520247914,1724589.9682379523,1754207.0222913784,1784332.7015293168,1814975.740769817,1846145.0248373558,1877849.5911389538,1910098.6322845372,1942901.4987522962,1976267.7015998177,2010206.91522178,2044728.9801550023,2079843.9059316672,2115561.8739815466,2151893.240584065,2188848.5398710584,2226438.486881105,2264673.980666308,2303566.1074524284,2343126.143853292
0,2020/5/15,0,1451205.7745875055,1475179.7658276865,1499549.8085900217,1524322.4456652643,1549504.3279313939,1575102.216139225,1601122.982727509,1627573.6136680264,1654461.2103411576,1681792.9914424366,1709576.2949206077,1737818.5799476898,1766527.4289215936,1795710.5495018184,1825375.7766787808,1855531.074877325,1886184.54009499,1917344.402075594,1949019.0265187307,1981216.9173257651,2013946.7188829337,2047217.218382162,2081037.3481802207,2115416.188196857,2150362.968352541,2185887.0710464865,2221998.0336756073,2258705.551195085,2296019.4787212424,2333949.8341774107
0,2020/5/16,0,1474557.4738916762,1498565.5383194478,1522964.4909748903,1547760.6961197697,1572960.6216358277,1598570.8407118693,1624598.0335583293,1651048.9891497458,1677930.6069956066,1705249.8989400314,1733013.99099075,1761230.1251778614,1789905.661442858,1819048.079558403,1848664.981079368,1878764.091325632,1909353.26139717,1940440.470221942,1972033.8266371335,2004141.5715042744,2036772.0798587995,2069933.8630946074,2103635.5711841853,2137885.9949348783,2172694.068281905,2208068.870618691,2244019.6291651595,2280555.72137457,2317686.6773795485,2355422.1824779436
0,2020/5/17,0,1499775.769128405,1524360.9239287837,1549349.0921989095,1574746.8803587176,1600561.0031242373,1626798.2852828412,1653465.6634975942,1680570.188141184,1708119.0251599099,1736119.4579682315,1764578.8893743702,1793504.8435374792,1822904.9679568936,1852787.0354939925,1883158.946427203,1914028.7305406884,1945404.5492472823,1977294.6977462154,2009707.6072162155,2042651.8470445625,2076136.1270926755,2110169.299998847,2144760.363518714,2179918.4629041096,2215652.8933208957,2251973.102306442,2288888.6922673793,2326409.423018305,2364545.214362103,2403306.148712557
0,2020/5/18,0,1522431.4054777261,1547088.187076558,1572144.3015298126,1597606.2162966754,1623480.5035811018,1649773.8420282288,1676493.0184482604,1703644.9295682714,1731236.5838123856,1759275.103110781,1787767.7247379955,1816721.8031810063,1846144.8120375623,1876044.3459452612,1906428.1225418695,1937303.9844573927,1968679.9013384057,2000563.9719051707,2032964.4260420708,2065889.6269218996,2099348.0731645543,2133348.401030692,2167899.386650911,2203009.9482910396,2238689.148654107,2274946.197219601,2311790.452620609,2349231.425059459,2387278.778762483,2425942.3344745403
