0,2020/5/10,0,1356936.13815221,1384974.39763556,1414243.96329319,1444080.64418839,1475585.00371763,1508005.02871441,1539839.59454383,1572835.32753323,1604534.72729298,1638930.48707955,1672524.42352772,1706037.50690446,1741610.96244276,1777144.47836269,1820157.45379539
0,2020/5/13,0,1420074.1160279,1450390.45097733,1481495.16627414,1512718.24615487,1545836.77169693,1580431.47739842,1616214.34529635,1649306.49676995,1686918.72849358,1732033.64120656,1769752.60484995,1809358.49044696,1848713.82277992,1882993.59607059,1930192.73709017
0,2020/5/17,0,1515714.07146286,1545166.70096966,1575238.9380854,1607223.55289026,1637827.62883415,1672284.34828913,1705918.19765833,1735551.42172463,1770491.67471729,1807564.45575521,1845674.12463407,1888273.30293396,1928494.47109556,1971650.39322886,2009458.85469756
0,2020/5/20,0,1583567.53568294,1616307.93138368,1649360.77517682,1684359.72802984,1719808.23389975,1754070.40302542,1788229.83363713,1827305.26735891,1869095.37669184,1909418.22983697,1954013.83203672,1988926.14529304,2029597.25000864,2071320.72700188,2113818.95431225
0,2020/5/24,0,1672884.7989705,1702764.81979552,1734063.88129087,1765879.69797697,1799534.04380131,1834649.34857518,1866498.32637889,1901715.6091128,1937036.84996962,1975693.83075286,2010288.12643177,2045601.25678026,2080530.04447332,2117033.46474938,2157101.47819627
0,2020/5/27,0,1726566.87390583,1753770.55659893,1782961.267536,1811608.72103959,1841347.36616574,1870733.35707375,1898234.61505134,1929753.62991271,1964239.51840495,1998792.61004064,2031635.35213362,2061267.50145102,2101151.78053517,2136036.51043913,2162380.94591479
0,2020/5/31,0,1819933.82503393,1850860.63107792,1881867.86531126,1914673.38153538,1945286.92269118,1977316.23168589,2009975.16789993,2042685.71722506,2077045.79607633,2113907.80484284,2148210.31985856,2182211.99128455,2216093.596011,2250720.20462948,2283125.02563131
0,2020/6/3,0,1876776.80546167,1903566.88245879,1930022.32820366,1957730.5386382,1988090.51896071,2016704.03544925,2046205.83286349,2077689.40636702,2106870.14412555,2135375.25779191,2172422.80031263,2208372.46526576,2237436.40341189,2270615.92955704,2298352.43673486
0,2020/6/7,0,1970631.00391692,1999953.90949853,2029833.6440261,2062395.69872176,2097380.07478677,2130461.66947802,2166632.26762604,2201818.41098495,2237851.20639924,2274309.67478071,2317219.96710166,2359684.14244538,2397232.9520869,2435142.51110123,2475793.70809796
0,2020/6/10,0,2033064.9135619,2067728.0392519,2103214.91978005,2139328.08189908,2175938.18418742,2213474.8056774,2250773.58747932,2288786.48994717,2334961.28088364,2373443.0604643,2410052.16177207,2456020.41768354,2501523.90133961,2545355.4758952,2590472.53740821
0,2020/6/13,0,2109157.94169483,2143991.13956826,2178483.36949612,2213909.55526527,2249912.88425151,2289907.15119246,2325862.25316172,2374011.33104123,2408222.31651114,2443011.33490356,2483213.54133865,2528710.88365444,2570556.42128146,2605796.77468365,2649823.46071283
0,2020/6/17,0,2195682.24361957,2228617.86306103,2263251.14292283,2299835.16085865,2335307.81776167,2369464.43129188,2407086.45346416,2446136.74876959,2482930.70357668,2522086.98420194,2563905.05033719,2608376.69750131,2647433.05698143,2687851.62601255,2728282.7612028
0,2020/6/21,0,2311924.2415219,2344795.62695277,2377459.58197018,2412902.2579822,2449789.91044153,2484795.44419877,2519824.19910614,2558001.98205108,2597317.47877479,2636762.28654309,2677573.68932615,2718109.10922943,2757125.99187906,2794513.4857177,2835080.00645111
0,2020/6/23,0,2390374.39211911,2434838.56827351,2481463.13279553,2529810.22055387,2576095.65413684,2622939.13348636,2673459.1950105,2727977.04414885,2779016.57212604,2831146.0694454,2885693.55024723,2942369.20599164,2998268.64539132,3056607.84037428,3120976.6005611
0,2020/6/28,0,2597747.80229139,2649442.12565009,2704034.91794019,2761982.9926333,2818522.07775793,2873741.78769576,2935245.69807525,2996626.15051419,3057651.79437771,3121329.76634462,3185498.41894747,3248076.58742594,3311708.12561063,3377650.17501999,3448655.19882275
0,2020/7/1,0,2751758.48667467,2818314.49213227,2885322.64142139,2956648.30594679,3029564.34305227,3104704.41735578,3188781.49926575,3274865.65579321,3353008.36315735,3426626.3109736,3511306.55182884,3595336.86425905,3682746.49194148,3781823.07050556,3900644.39406978
0,2020/7/5,0,2951963.25329798,3015056.25086402,3084321.02284746,3155045.6253202,3225061.18080546,3299862.94123969,3372943.86960178,3463122.69034944,3532466.24592823,3625001.53054331,3705072.3236279,3791995.76594438,3876897.70495295,3957026.21158962,4042174.13372016
0,2020/7/8,0,3128077.7826429,3202501.65953245,3280676.85463459,3367740.5548732,3460351.14367883,3549331.85782469,3636451.99361653,3730001.44815937,3820960.43158289,3920197.27678144,4025803.63049489,4130161.43542216,4236393.81678805,4347908.18746835,4452136.30402162
0,2020/7/12,0,3380127.57083484,3456447.06231287,3536745.032221,3620310.8269426,3697862.64323369,3793997.09533876,3886188.04554712,3972865.15978183,4065946.94579886,4166387.44216615,4271170.68691165,4369878.0293564,4478969.72657459,4599376.55156351,4692550.30457683
0,2020/7/15,0,3586614.06574669,3676719.92408037,3764714.67324153,3857406.44618271,3952822.76787027,4047327.60534256,4150192.35056084,4257470.49565123,4353061.69417719,4460053.38332824,4571051.71105052,4682100.82349407,4795330.06688436,4905270.20620466,5015225.53782253
0,2020/7/19,0,3853652.30179226,3934726.09496583,4019015.05860719,4104010.67552549,4193186.27232186,4280693.72066381,4380160.16660707,4481960.14124005,4585595.9465329,4685025.75917661,4803981.07412458,4914898.68671048,5050207.32438098,5163577.47311208,5278853.31476338
0,2020/7/22,0,4061687.31675714,4152986.06767257,4249397.98796498,4350754.72029326,4458914.65598981,4567468.08805764,4682789.10824107,4797853.57216768,4912318.04752226,5036593.94676207,5153403.24911827,5279456.03676899,5408071.32550013,5529224.69918314,5669890.50783628
0,2020/7/26,0,4302413.12314641,4374002.09915684,4448681.52530835,4522988.16203998,4606788.34865096,4689610.96225771,4772841.3946368,4853895.89822288,4937719.6900692,5023160.33685358,5104026.92535415,5181031.09776922,5266512.09521952,5348412.00506843,5432544.85973565
0,2020/7/29,0,4516268.84296731,4605341.78545096,4698832.54343102,4797279.11712613,4897136.39000707,5002271.96379187,5111204.09391372,5221069.68926973,5329279.68508883,5437454.57708578,5550617.84227675,5673058.7472731,5789620.53098704,5915429.63344081,6030441.2411803
0,2020/8/2,0,4730695.88990106,4794263.99147476,4861146.88175695,4926623.28378725,4994723.59810927,5066479.49972984,5138490.74645982,5210436.06810046,5290255.43562509,5365439.91335983,5429847.79735428,5504717.07453547,5571317.61101762,5638294.45738783,5720826.10807027
0,2020/8/5,0,4906740.33378942,4989732.10719755,5075120.56680472,5164740.95769089,5259146.1470866,5347377.35064356,5443036.03136559,5539154.71604806,5636144.90575913,5733392.99325939,5823175.43210728,5920182.97832915,6010300.58230703,6108326.8903861,6213467.157867
0,2020/8/9,0,5116948.95222127,5189774.83566745,5262061.79920525,5336993.5516892,5407930.71588794,5484002.55126717,5558524.32212165,5635730.0861566,5720877.58946153,5800601.61917028,5883769.00125297,5965171.35795953,6044179.05917428,6130018.09637089,6214143.26576946
0,2020/8/12,0,5281382.64151125,5365898.59201758,5448829.02815123,5540443.6050573,5631262.62197341,5722294.05271515,5807720.76071189,5896227.43857335,5982542.51565274,6079618.49584504,6177884.03131347,6270525.46369587,6368953.85862297,6465871.1012897,6546730.77430307
0,2020/8/16,0,5471869.18039472,5541894.454834,5610638.34121953,5684084.79768586,5752619.85481376,5829181.72598748,5899078.90797,5973428.85171758,6060724.51696856,6132320.06253646,6205250.48840647,6282242.91356899,6358213.68980181,6441958.09981308,6516116.54319396
0,2020/8/19,0,5591187.5120725,5654972.03439186,5720274.51055337,5786801.63788111,5857573.48592756,5925871.44714659,5999236.54591199,6068377.24590425,6133794.85036763,6204784.17516372,6275586.56089678,6344770.36417636,6417257.35931223,6484475.88546982,6557294.12660776
0,2020/8/23,0,5747195.23835399,5793335.63870634,5841228.62076387,5891798.20551246,5942189.82294833,5992010.11418562,6041647.62524001,6089004.79237681,6136042.08997769,6189011.75757365,6240392.73980672,6290480.40244514,6342420.52211121,6395154.71738749,6449511.79280784
0,2020/8/26,0,5877227.77832013,5933534.06114236,5994201.54234081,6054526.79638763,6114173.0967035,6177790.17866747,6246016.08259862,6309235.90273206,6377424.15069495,6445037.30663391,6512971.37700091,6579385.53119609,6653372.83169798,6721045.65302808,6782993.19122888
0,2020/8/30,0,6042497.91888685,6089308.32537154,6138175.39760693,6188948.76717337,6241818.66699873,6293027.71184708,6346897.56083328,6399015.06275638,6450669.58333646,6511368.06781707,6562748.15314148,6617877.69167624,6672979.53391511,6721521.83520094,6784831.09750586
0,2020/9/2,0,6165336.261198,6218070.19281523,6272450.6459343,6328731.69063265,6387439.86756356,6447539.46138377,6499971.08809463,6564216.72476733,6624012.02721021,6682115.68294882,6749148.20906818,6809764.95360477,6878399.20622098,6940371.00604561,7006617.46456462
0,2020/9/6,0,6317525.82992635,6360845.59994372,6403593.27385167,6448671.49309082,6494389.1599713,6540545.04309658,6586647.30116575,6632582.71634168,6679591.88122795,6728513.15492122,6776607.90032582,6822182.34445519,6865521.7037905,6910037.54500813,6952723.08854193
0,2020/9/9,0,6404971.11046723,6450332.2232312,6498499.61685587,6543896.31747649,6589971.04829235,6638775.31272949,6684968.7470862,6731992.21558829,6782922.7423135,6825809.37184113,6874417.50817635,6928727.2004522,6980311.21762113,7032631.48447845,7084955.9452523
0,2020/9/13,0,6565234.13776681,6611462.19607891,6658297.96129333,6706414.03883989,6752894.96598475,6799849.40919808,6851365.95678573,6902263.22547178,6957084.84699091,7010055.73768329,7064441.34061591,7126656.75766228,7178895.77015383,7229589.38060696,7274550.99255613
