location_name,date,deaths,model_date,model
Algeria,2020-05-23,701,2020-05-23,delphi
Algeria,2020-05-24,716,2020-05-23,delphi
Algeria,2020-05-25,731,2020-05-23,delphi
Algeria,2020-05-26,745,2020-05-23,delphi
Algeria,2020-05-27,760,2020-05-23,delphi
Algeria,2020-05-28,774,2020-05-23,delphi
Algeria,2020-05-29,788,2020-05-23,delphi
Algeria,2020-05-30,802,2020-05-23,delphi
Algeria,2020-05-31,817,2020-05-23,delphi
Algeria,2020-06-01,830,2020-05-23,delphi
Algeria,2020-06-02,844,2020-05-23,delphi
Algeria,2020-06-03,858,2020-05-23,delphi
Algeria,2020-06-04,871,2020-05-23,delphi
Algeria,2020-06-05,884,2020-05-23,delphi
Algeria,2020-06-06,897,2020-05-23,delphi
Algeria,2020-06-07,910,2020-05-23,delphi
Algeria,2020-06-08,923,2020-05-23,delphi
Algeria,2020-06-09,935,2020-05-23,delphi
Algeria,2020-06-10,948,2020-05-23,delphi
Algeria,2020-06-11,960,2020-05-23,delphi
Algeria,2020-06-12,972,2020-05-23,delphi
Algeria,2020-06-13,983,2020-05-23,delphi
Algeria,2020-06-14,995,2020-05-23,delphi
Algeria,2020-06-15,1006,2020-05-23,delphi
Algeria,2020-06-16,1017,2020-05-23,delphi
Algeria,2020-06-17,1028,2020-05-23,delphi
Algeria,2020-06-18,1038,2020-05-23,delphi
Algeria,2020-06-19,1049,2020-05-23,delphi
Algeria,2020-06-20,1059,2020-05-23,delphi
Algeria,2020-06-21,1069,2020-05-23,delphi
Algeria,2020-06-22,1079,2020-05-23,delphi
Algeria,2020-06-23,1088,2020-05-23,delphi
Algeria,2020-06-24,1097,2020-05-23,delphi
Algeria,2020-06-25,1107,2020-05-23,delphi
Algeria,2020-06-26,1115,2020-05-23,delphi
Algeria,2020-06-27,1124,2020-05-23,delphi
Algeria,2020-06-28,1132,2020-05-23,delphi
Algeria,2020-06-29,1141,2020-05-23,delphi
Algeria,2020-06-30,1149,2020-05-23,delphi
Algeria,2020-07-01,1156,2020-05-23,delphi
Algeria,2020-07-02,1164,2020-05-23,delphi
Algeria,2020-07-03,1171,2020-05-23,delphi
