location_name,date,deaths,model_date,model
Algeria,2020-08-20,1455,2020-08-20,delphi
Algeria,2020-08-21,1468,2020-08-20,delphi
Algeria,2020-08-22,1480,2020-08-20,delphi
Algeria,2020-08-23,1492,2020-08-20,delphi
Algeria,2020-08-24,1505,2020-08-20,delphi
Algeria,2020-08-25,1517,2020-08-20,delphi
Algeria,2020-08-26,1529,2020-08-20,delphi
Algeria,2020-08-27,1541,2020-08-20,delphi
Algeria,2020-08-28,1553,2020-08-20,delphi
Algeria,2020-08-29,1564,2020-08-20,delphi
Algeria,2020-08-30,1576,2020-08-20,delphi
Algeria,2020-08-31,1587,2020-08-20,delphi
Algeria,2020-09-01,1599,2020-08-20,delphi
Algeria,2020-09-02,1610,2020-08-20,delphi
Algeria,2020-09-03,1621,2020-08-20,delphi
Algeria,2020-09-04,1632,2020-08-20,delphi
Algeria,2020-09-05,1643,2020-08-20,delphi
Algeria,2020-09-06,1654,2020-08-20,delphi
Algeria,2020-09-07,1665,2020-08-20,delphi
Algeria,2020-09-08,1676,2020-08-20,delphi
Algeria,2020-09-09,1686,2020-08-20,delphi
Algeria,2020-09-10,1697,2020-08-20,delphi
Algeria,2020-09-11,1707,2020-08-20,delphi
Algeria,2020-09-12,1717,2020-08-20,delphi
Algeria,2020-09-13,1727,2020-08-20,delphi
Algeria,2020-09-14,1737,2020-08-20,delphi
Algeria,2020-09-15,1746,2020-08-20,delphi
Algeria,2020-09-16,1756,2020-08-20,delphi
Algeria,2020-09-17,1766,2020-08-20,delphi
Algeria,2020-09-18,1775,2020-08-20,delphi
Algeria,2020-09-19,1784,2020-08-20,delphi
Algeria,2020-09-20,1793,2020-08-20,delphi
Algeria,2020-09-21,1802,2020-08-20,delphi
Algeria,2020-09-22,1811,2020-08-20,delphi
Algeria,2020-09-23,1820,2020-08-20,delphi
Algeria,2020-09-24,1828,2020-08-20,delphi
Algeria,2020-09-25,1837,2020-08-20,delphi
Algeria,2020-09-26,1845,2020-08-20,delphi
Algeria,2020-09-27,1853,2020-08-20,delphi
Algeria,2020-09-28,1862,2020-08-20,delphi
Algeria,2020-09-29,1870,2020-08-20,delphi
Algeria,2020-09-30,1877,2020-08-20,delphi
Algeria,2020-10-01,1885,2020-08-20,delphi
Algeria,2020-10-02,1893,2020-08-20,delphi
Algeria,2020-10-03,1900,2020-08-20,delphi
Algeria,2020-10-04,1907,2020-08-20,delphi
Algeria,2020-10-05,1915,2020-08-20,delphi
Algeria,2020-10-06,1922,2020-08-20,delphi
Algeria,2020-10-07,1929,2020-08-20,delphi
Algeria,2020-10-08,1936,2020-08-20,delphi
Algeria,2020-10-09,1942,2020-08-20,delphi
Algeria,2020-10-10,1949,2020-08-20,delphi
Algeria,2020-10-11,1956,2020-08-20,delphi
Algeria,2020-10-12,1962,2020-08-20,delphi
Algeria,2020-10-13,1968,2020-08-20,delphi
Algeria,2020-10-14,1974,2020-08-20,delphi
Algeria,2020-10-15,1980,2020-08-20,delphi
Algeria,2020-10-16,1986,2020-08-20,delphi
Algeria,2020-10-17,1992,2020-08-20,delphi
Algeria,2020-10-18,1998,2020-08-20,delphi
Algeria,2020-10-19,2003,2020-08-20,delphi
Algeria,2020-10-20,2009,2020-08-20,delphi
Algeria,2020-10-21,2014,2020-08-20,delphi
Algeria,2020-10-22,2020,2020-08-20,delphi
Algeria,2020-10-23,2025,2020-08-20,delphi
Algeria,2020-10-24,2030,2020-08-20,delphi
Algeria,2020-10-25,2035,2020-08-20,delphi
Algeria,2020-10-26,2040,2020-08-20,delphi
Algeria,2020-10-27,2045,2020-08-20,delphi
Algeria,2020-10-28,2049,2020-08-20,delphi
Algeria,2020-10-29,2054,2020-08-20,delphi
Algeria,2020-10-30,2058,2020-08-20,delphi
Algeria,2020-10-31,2063,2020-08-20,delphi
Algeria,2020-11-01,2067,2020-08-20,delphi
Algeria,2020-11-02,2071,2020-08-20,delphi
Algeria,2020-11-03,2076,2020-08-20,delphi
Algeria,2020-11-04,2080,2020-08-20,delphi
Algeria,2020-11-05,2084,2020-08-20,delphi
Algeria,2020-11-06,2087,2020-08-20,delphi
Algeria,2020-11-07,2091,2020-08-20,delphi
Algeria,2020-11-08,2095,2020-08-20,delphi
Algeria,2020-11-09,2099,2020-08-20,delphi
Algeria,2020-11-10,2102,2020-08-20,delphi
Algeria,2020-11-11,2106,2020-08-20,delphi
Algeria,2020-11-12,2109,2020-08-20,delphi
Algeria,2020-11-13,2112,2020-08-20,delphi
Algeria,2020-11-14,2116,2020-08-20,delphi
Algeria,2020-11-15,2119,2020-08-20,delphi
Angola,2020-08-20,75,2020-08-20,delphi
Angola,2020-08-21,76,2020-08-20,delphi
Angola,2020-08-22,78,2020-08-20,delphi
Angola,2020-08-23,79,2020-08-20,delphi
Angola,2020-08-24,79,2020-08-20,delphi
Angola,2020-08-25,80,2020-08-20,delphi
Angola,2020-08-26,81,2020-08-20,delphi
Angola,2020-08-27,82,2020-08-20,delphi
Angola,2020-08-28,83,2020-08-20,delphi
Angola,2020-08-29,84,2020-08-20,delphi
Angola,2020-08-30,85,2020-08-20,delphi
Angola,2020-08-31,85,2020-08-20,delphi
Angola,2020-09-01,86,2020-08-20,delphi
Angola,2020-09-02,87,2020-08-20,delphi
Angola,2020-09-03,88,2020-08-20,delphi
Angola,2020-09-04,88,2020-08-20,delphi
Angola,2020-09-05,89,2020-08-20,delphi
Angola,2020-09-06,90,2020-08-20,delphi
Angola,2020-09-07,90,2020-08-20,delphi
Angola,2020-09-08,91,2020-08-20,delphi
Angola,2020-09-09,91,2020-08-20,delphi
Angola,2020-09-10,92,2020-08-20,delphi
Angola,2020-09-11,92,2020-08-20,delphi
Angola,2020-09-12,93,2020-08-20,delphi
Angola,2020-09-13,93,2020-08-20,delphi
Angola,2020-09-14,94,2020-08-20,delphi
Angola,2020-09-15,94,2020-08-20,delphi
Angola,2020-09-16,95,2020-08-20,delphi
Angola,2020-09-17,95,2020-08-20,delphi
Angola,2020-09-18,95,2020-08-20,delphi
Angola,2020-09-19,96,2020-08-20,delphi
Angola,2020-09-20,96,2020-08-20,delphi
Angola,2020-09-21,96,2020-08-20,delphi
Angola,2020-09-22,97,2020-08-20,delphi
Angola,2020-09-23,97,2020-08-20,delphi
Angola,2020-09-24,97,2020-08-20,delphi
Angola,2020-09-25,97,2020-08-20,delphi
Angola,2020-09-26,98,2020-08-20,delphi
Angola,2020-09-27,98,2020-08-20,delphi
Angola,2020-09-28,98,2020-08-20,delphi
Angola,2020-09-29,98,2020-08-20,delphi
Angola,2020-09-30,99,2020-08-20,delphi
Angola,2020-10-01,99,2020-08-20,delphi
Angola,2020-10-02,99,2020-08-20,delphi
Angola,2020-10-03,99,2020-08-20,delphi
Angola,2020-10-04,99,2020-08-20,delphi
Angola,2020-10-05,99,2020-08-20,delphi
Angola,2020-10-06,100,2020-08-20,delphi
Angola,2020-10-07,100,2020-08-20,delphi
Angola,2020-10-08,100,2020-08-20,delphi
Angola,2020-10-09,100,2020-08-20,delphi
Angola,2020-10-10,100,2020-08-20,delphi
Angola,2020-10-11,100,2020-08-20,delphi
Angola,2020-10-12,100,2020-08-20,delphi
Angola,2020-10-13,100,2020-08-20,delphi
Angola,2020-10-14,101,2020-08-20,delphi
Angola,2020-10-15,101,2020-08-20,delphi
Angola,2020-10-16,101,2020-08-20,delphi
Angola,2020-10-17,101,2020-08-20,delphi
Angola,2020-10-18,101,2020-08-20,delphi
Angola,2020-10-19,101,2020-08-20,delphi
Angola,2020-10-20,101,2020-08-20,delphi
Angola,2020-10-21,101,2020-08-20,delphi
Angola,2020-10-22,101,2020-08-20,delphi
Angola,2020-10-23,101,2020-08-20,delphi
Angola,2020-10-24,101,2020-08-20,delphi
Angola,2020-10-25,101,2020-08-20,delphi
Angola,2020-10-26,101,2020-08-20,delphi
Angola,2020-10-27,101,2020-08-20,delphi
Angola,2020-10-28,101,2020-08-20,delphi
Angola,2020-10-29,101,2020-08-20,delphi
Angola,2020-10-30,101,2020-08-20,delphi
Angola,2020-10-31,102,2020-08-20,delphi
Angola,2020-11-01,102,2020-08-20,delphi
Angola,2020-11-02,102,2020-08-20,delphi
Angola,2020-11-03,102,2020-08-20,delphi
Angola,2020-11-04,102,2020-08-20,delphi
Angola,2020-11-05,102,2020-08-20,delphi
Angola,2020-11-06,102,2020-08-20,delphi
Angola,2020-11-07,102,2020-08-20,delphi
Angola,2020-11-08,102,2020-08-20,delphi
Angola,2020-11-09,102,2020-08-20,delphi
Angola,2020-11-10,102,2020-08-20,delphi
Angola,2020-11-11,102,2020-08-20,delphi
Angola,2020-11-12,102,2020-08-20,delphi
Angola,2020-11-13,102,2020-08-20,delphi
Angola,2020-11-14,102,2020-08-20,delphi
Angola,2020-11-15,102,2020-08-20,delphi
Benin,2020-08-20,38,2020-08-20,delphi
Benin,2020-08-21,38,2020-08-20,delphi
Benin,2020-08-22,38,2020-08-20,delphi
Benin,2020-08-23,38,2020-08-20,delphi
Benin,2020-08-24,38,2020-08-20,delphi
Benin,2020-08-25,38,2020-08-20,delphi
Benin,2020-08-26,38,2020-08-20,delphi
Benin,2020-08-27,38,2020-08-20,delphi
Benin,2020-08-28,38,2020-08-20,delphi
Benin,2020-08-29,38,2020-08-20,delphi
Benin,2020-08-30,38,2020-08-20,delphi
Benin,2020-08-31,38,2020-08-20,delphi
Benin,2020-09-01,38,2020-08-20,delphi
Benin,2020-09-02,38,2020-08-20,delphi
Benin,2020-09-03,38,2020-08-20,delphi
Benin,2020-09-04,38,2020-08-20,delphi
Benin,2020-09-05,38,2020-08-20,delphi
Benin,2020-09-06,38,2020-08-20,delphi
Benin,2020-09-07,38,2020-08-20,delphi
Benin,2020-09-08,38,2020-08-20,delphi
Benin,2020-09-09,38,2020-08-20,delphi
Benin,2020-09-10,38,2020-08-20,delphi
Benin,2020-09-11,38,2020-08-20,delphi
Benin,2020-09-12,38,2020-08-20,delphi
Benin,2020-09-13,38,2020-08-20,delphi
Benin,2020-09-14,38,2020-08-20,delphi
Benin,2020-09-15,38,2020-08-20,delphi
Benin,2020-09-16,38,2020-08-20,delphi
Benin,2020-09-17,38,2020-08-20,delphi
Benin,2020-09-18,38,2020-08-20,delphi
Benin,2020-09-19,38,2020-08-20,delphi
Benin,2020-09-20,38,2020-08-20,delphi
Benin,2020-09-21,38,2020-08-20,delphi
Benin,2020-09-22,38,2020-08-20,delphi
Benin,2020-09-23,38,2020-08-20,delphi
Benin,2020-09-24,38,2020-08-20,delphi
Benin,2020-09-25,38,2020-08-20,delphi
Benin,2020-09-26,38,2020-08-20,delphi
Benin,2020-09-27,38,2020-08-20,delphi
