location_name,date,deaths,model_date,model
Algeria,2020-09-05,1583,2020-09-05,delphi
Algeria,2020-09-06,1594,2020-09-05,delphi
Algeria,2020-09-07,1604,2020-09-05,delphi
Algeria,2020-09-08,1614,2020-09-05,delphi
Algeria,2020-09-09,1624,2020-09-05,delphi
Algeria,2020-09-10,1634,2020-09-05,delphi
Algeria,2020-09-11,1644,2020-09-05,delphi
Algeria,2020-09-12,1654,2020-09-05,delphi
Algeria,2020-09-13,1664,2020-09-05,delphi
Algeria,2020-09-14,1673,2020-09-05,delphi
Algeria,2020-09-15,1683,2020-09-05,delphi
Algeria,2020-09-16,1692,2020-09-05,delphi
Algeria,2020-09-17,1702,2020-09-05,delphi
Algeria,2020-09-18,1711,2020-09-05,delphi
Algeria,2020-09-19,1720,2020-09-05,delphi
Algeria,2020-09-20,1729,2020-09-05,delphi
Algeria,2020-09-21,1738,2020-09-05,delphi
Algeria,2020-09-22,1747,2020-09-05,delphi
Algeria,2020-09-23,1756,2020-09-05,delphi
Algeria,2020-09-24,1765,2020-09-05,delphi
Algeria,2020-09-25,1774,2020-09-05,delphi
Algeria,2020-09-26,1782,2020-09-05,delphi
Algeria,2020-09-27,1791,2020-09-05,delphi
Algeria,2020-09-28,1799,2020-09-05,delphi
Algeria,2020-09-29,1808,2020-09-05,delphi
Algeria,2020-09-30,1816,2020-09-05,delphi
Algeria,2020-10-01,1824,2020-09-05,delphi
Algeria,2020-10-02,1832,2020-09-05,delphi
Algeria,2020-10-03,1840,2020-09-05,delphi
Algeria,2020-10-04,1848,2020-09-05,delphi
Algeria,2020-10-05,1855,2020-09-05,delphi
Algeria,2020-10-06,1863,2020-09-05,delphi
Algeria,2020-10-07,1871,2020-09-05,delphi
Algeria,2020-10-08,1878,2020-09-05,delphi
Algeria,2020-10-09,1885,2020-09-05,delphi
Algeria,2020-10-10,1893,2020-09-05,delphi
Algeria,2020-10-11,1900,2020-09-05,delphi
Algeria,2020-10-12,1907,2020-09-05,delphi
Algeria,2020-10-13,1914,2020-09-05,delphi
Algeria,2020-10-14,1921,2020-09-05,delphi
Algeria,2020-10-15,1927,2020-09-05,delphi
Algeria,2020-10-16,1934,2020-09-05,delphi
Algeria,2020-10-17,1941,2020-09-05,delphi
Algeria,2020-10-18,1947,2020-09-05,delphi
Algeria,2020-10-19,1954,2020-09-05,delphi
Algeria,2020-10-20,1960,2020-09-05,delphi
Algeria,2020-10-21,1966,2020-09-05,delphi
Algeria,2020-10-22,1972,2020-09-05,delphi
Algeria,2020-10-23,1978,2020-09-05,delphi
Algeria,2020-10-24,1984,2020-09-05,delphi
Algeria,2020-10-25,1990,2020-09-05,delphi
Algeria,2020-10-26,1996,2020-09-05,delphi
Algeria,2020-10-27,2002,2020-09-05,delphi
Algeria,2020-10-28,2007,2020-09-05,delphi
Algeria,2020-10-29,2013,2020-09-05,delphi
Algeria,2020-10-30,2018,2020-09-05,delphi
Algeria,2020-10-31,2024,2020-09-05,delphi
Algeria,2020-11-01,2029,2020-09-05,delphi
Algeria,2020-11-02,2034,2020-09-05,delphi
Algeria,2020-11-03,2039,2020-09-05,delphi
Algeria,2020-11-04,2044,2020-09-05,delphi
Algeria,2020-11-05,2049,2020-09-05,delphi
Algeria,2020-11-06,2054,2020-09-05,delphi
Algeria,2020-11-07,2059,2020-09-05,delphi
Algeria,2020-11-08,2064,2020-09-05,delphi
Algeria,2020-11-09,2069,2020-09-05,delphi
Algeria,2020-11-10,2073,2020-09-05,delphi
Algeria,2020-11-11,2078,2020-09-05,delphi
Algeria,2020-11-12,2082,2020-09-05,delphi
Algeria,2020-11-13,2086,2020-09-05,delphi
Algeria,2020-11-14,2091,2020-09-05,delphi
Algeria,2020-11-15,2095,2020-09-05,delphi
Angola,2020-09-05,118,2020-09-05,delphi
Angola,2020-09-06,119,2020-09-05,delphi
Angola,2020-09-07,121,2020-09-05,delphi
Angola,2020-09-08,122,2020-09-05,delphi
Angola,2020-09-09,123,2020-09-05,delphi
Angola,2020-09-10,124,2020-09-05,delphi
Angola,2020-09-11,125,2020-09-05,delphi
Angola,2020-09-12,126,2020-09-05,delphi
Angola,2020-09-13,127,2020-09-05,delphi
Angola,2020-09-14,128,2020-09-05,delphi
Angola,2020-09-15,129,2020-09-05,delphi
