location_name,date,deaths,model_date,model
Afghanistan,2020-08-15,1370,2020-08-16,sikjalpha
Albania,2020-08-15,225,2020-08-16,sikjalpha
Algeria,2020-08-15,1360,2020-08-16,sikjalpha
Andorra,2020-08-15,53,2020-08-16,sikjalpha
Angola,2020-08-15,86,2020-08-16,sikjalpha
Antigua and Barbuda,2020-08-15,3,2020-08-16,sikjalpha
Argentina,2020-08-15,5637,2020-08-16,sikjalpha
Armenia,2020-08-15,817,2020-08-16,sikjalpha
Australia,2020-08-15,396,2020-08-16,sikjalpha
Austria,2020-08-15,728,2020-08-16,sikjalpha
Azerbaijan,2020-08-15,506,2020-08-16,sikjalpha
The Bahamas,2020-08-15,17,2020-08-16,sikjalpha
Bahrain,2020-08-15,170,2020-08-16,sikjalpha
Bangladesh,2020-08-15,3625,2020-08-16,sikjalpha
Barbados,2020-08-15,7,2020-08-16,sikjalpha
Belarus,2020-08-15,603,2020-08-16,sikjalpha
Belgium,2020-08-15,9935,2020-08-16,sikjalpha
Benin,2020-08-15,39,2020-08-16,sikjalpha
Bhutan,2020-08-15,0,2020-08-16,sikjalpha
Bolivia,2020-08-15,4003,2020-08-16,sikjalpha
Bosnia and Herzegovina,2020-08-15,471,2020-08-16,sikjalpha
Brazil,2020-08-15,107232,2020-08-16,sikjalpha
Brunei,2020-08-15,3,2020-08-16,sikjalpha
Bulgaria,2020-08-15,495,2020-08-16,sikjalpha
Burkina Faso,2020-08-15,54,2020-08-16,sikjalpha
Cape Verde,2020-08-15,34,2020-08-16,sikjalpha
Cambodia,2020-08-15,0,2020-08-16,sikjalpha
Cameroon,2020-08-15,401,2020-08-16,sikjalpha
Canada,2020-08-15,9072,2020-08-16,sikjalpha
Central African Republic,2020-08-15,61,2020-08-16,sikjalpha
Chad,2020-08-15,76,2020-08-16,sikjalpha
Chile,2020-08-15,10395,2020-08-16,sikjalpha
China,2020-08-15,4703,2020-08-16,sikjalpha
Colombia,2020-08-15,14810,2020-08-16,sikjalpha
Congo,2020-08-15,60,2020-08-16,sikjalpha
Democratic Republic of the Congo,2020-08-15,239,2020-08-16,sikjalpha
Costa Rica,2020-08-15,291,2020-08-16,sikjalpha
Cote d'Ivoire,2020-08-15,108,2020-08-16,sikjalpha
Croatia,2020-08-15,165,2020-08-16,sikjalpha
Diamond Princess,2020-08-15,13,2020-08-16,sikjalpha
Cuba,2020-08-15,88,2020-08-16,sikjalpha
Cyprus,2020-08-15,20,2020-08-16,sikjalpha
Czech Republic,2020-08-15,395,2020-08-16,sikjalpha
Denmark,2020-08-15,621,2020-08-16,sikjalpha
Djibouti,2020-08-15,59,2020-08-16,sikjalpha
Dominican Republic,2020-08-15,1438,2020-08-16,sikjalpha
Ecuador,2020-08-15,6065,2020-08-16,sikjalpha
Egypt,2020-08-15,5141,2020-08-16,sikjalpha
El Salvador,2020-08-15,603,2020-08-16,sikjalpha
Equatorial Guinea,2020-08-15,83,2020-08-16,sikjalpha
Eritrea,2020-08-15,0,2020-08-16,sikjalpha
Estonia,2020-08-15,63,2020-08-16,sikjalpha
Eswatini,2020-08-15,69,2020-08-16,sikjalpha
Ethiopia,2020-08-15,509,2020-08-16,sikjalpha
Fiji,2020-08-15,1,2020-08-16,sikjalpha
Finland,2020-08-15,333,2020-08-16,sikjalpha
France,2020-08-15,30410,2020-08-16,sikjalpha
Gabon,2020-08-15,51,2020-08-16,sikjalpha
The Gambia,2020-08-15,54,2020-08-16,sikjalpha
Georgia (Country),2020-08-15,17,2020-08-16,sikjalpha
Germany,2020-08-15,9235,2020-08-16,sikjalpha
Ghana,2020-08-15,231,2020-08-16,sikjalpha
Greece,2020-08-15,226,2020-08-16,sikjalpha
Guatemala,2020-08-15,2355,2020-08-16,sikjalpha
Guinea,2020-08-15,50,2020-08-16,sikjalpha
Guyana,2020-08-15,22,2020-08-16,sikjalpha
Haiti,2020-08-15,196,2020-08-16,sikjalpha
Holy See,2020-08-15,0,2020-08-16,sikjalpha
Honduras,2020-08-15,1567,2020-08-16,sikjalpha
Hungary,2020-08-15,607,2020-08-16,sikjalpha
Iceland,2020-08-15,10,2020-08-16,sikjalpha
India,2020-08-15,49980,2020-08-16,sikjalpha
Indonesia,2020-08-15,6071,2020-08-16,sikjalpha
Iran,2020-08-15,19492,2020-08-16,sikjalpha
Iraq,2020-08-15,5785,2020-08-16,sikjalpha
Ireland,2020-08-15,1774,2020-08-16,sikjalpha
Israel,2020-08-15,674,2020-08-16,sikjalpha
Italy,2020-08-15,35392,2020-08-16,sikjalpha
Jamaica,2020-08-15,14,2020-08-16,sikjalpha
Japan,2020-08-15,1093,2020-08-16,sikjalpha
Jordan,2020-08-15,11,2020-08-16,sikjalpha
Kazakhstan,2020-08-15,1269,2020-08-16,sikjalpha
Kenya,2020-08-15,472,2020-08-16,sikjalpha
South Korea,2020-08-15,305,2020-08-16,sikjalpha
Kuwait,2020-08-15,498,2020-08-16,sikjalpha
Kyrgyzstan,2020-08-15,1493,2020-08-16,sikjalpha
Latvia,2020-08-15,32,2020-08-16,sikjalpha
Lebanon,2020-08-15,97,2020-08-16,sikjalpha
Liberia,2020-08-15,82,2020-08-16,sikjalpha
Liechtenstein,2020-08-15,1,2020-08-16,sikjalpha
Lithuania,2020-08-15,81,2020-08-16,sikjalpha
Luxembourg,2020-08-15,123,2020-08-16,sikjalpha
Madagascar,2020-08-15,166,2020-08-16,sikjalpha
Malaysia,2020-08-15,125,2020-08-16,sikjalpha
Maldives,2020-08-15,22,2020-08-16,sikjalpha
Malta,2020-08-15,9,2020-08-16,sikjalpha
Mauritania,2020-08-15,157,2020-08-16,sikjalpha
Mauritius,2020-08-15,10,2020-08-16,sikjalpha
Mexico,2020-08-15,56543,2020-08-16,sikjalpha
Moldova,2020-08-15,895,2020-08-16,sikjalpha
Monaco,2020-08-15,4,2020-08-16,sikjalpha
Mongolia,2020-08-15,0,2020-08-16,sikjalpha
Montenegro,2020-08-15,75,2020-08-16,sikjalpha
Morocco,2020-08-15,632,2020-08-16,sikjalpha
Namibia,2020-08-15,35,2020-08-16,sikjalpha
Nepal,2020-08-15,102,2020-08-16,sikjalpha
Netherlands,2020-08-15,6191,2020-08-16,sikjalpha
New Zealand,2020-08-15,22,2020-08-16,sikjalpha
Nicaragua,2020-08-15,128,2020-08-16,sikjalpha
Niger,2020-08-15,69,2020-08-16,sikjalpha
Nigeria,2020-08-15,974,2020-08-16,sikjalpha
Macedonia,2020-08-15,539,2020-08-16,sikjalpha
Norway,2020-08-15,261,2020-08-16,sikjalpha
Oman,2020-08-15,562,2020-08-16,sikjalpha
Pakistan,2020-08-15,6162,2020-08-16,sikjalpha
Panama,2020-08-15,1746,2020-08-16,sikjalpha
Papua New Guinea,2020-08-15,3,2020-08-16,sikjalpha
Paraguay,2020-08-15,127,2020-08-16,sikjalpha
Peru,2020-08-15,25856,2020-08-16,sikjalpha
Philippines,2020-08-15,2600,2020-08-16,sikjalpha
Poland,2020-08-15,1869,2020-08-16,sikjalpha
Portugal,2020-08-15,1775,2020-08-16,sikjalpha
Qatar,2020-08-15,192,2020-08-16,sikjalpha
Romania,2020-08-15,2954,2020-08-16,sikjalpha
Russian Federation,2020-08-15,15585,2020-08-16,sikjalpha
Rwanda,2020-08-15,8,2020-08-16,sikjalpha
Saint Lucia,2020-08-15,0,2020-08-16,sikjalpha
Saint Vincent and the Grenadines,2020-08-15,0,2020-08-16,sikjalpha
San Marino,2020-08-15,42,2020-08-16,sikjalpha
Saudi Arabia,2020-08-15,3369,2020-08-16,sikjalpha
Senegal,2020-08-15,251,2020-08-16,sikjalpha
Serbia,2020-08-15,670,2020-08-16,sikjalpha
Seychelles,2020-08-15,0,2020-08-16,sikjalpha
Singapore,2020-08-15,27,2020-08-16,sikjalpha
Slovakia,2020-08-15,31,2020-08-16,sikjalpha
Slovenia,2020-08-15,129,2020-08-16,sikjalpha
Somalia,2020-08-15,93,2020-08-16,sikjalpha
South Africa,2020-08-15,11677,2020-08-16,sikjalpha
Spain,2020-08-15,28617,2020-08-16,sikjalpha
Sri Lanka,2020-08-15,11,2020-08-16,sikjalpha
