Country/Region,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
"popt=1070.125891438183^^^0.10022458990492938&c1=100,c2=0.1,c3=100000,randRate=0.25",100.0,225.60794283060977,235.93089403728476,250.2438015522181,265.49783973022136,280.2181721331299,301.1212881451541,320.15925438603944,343.5403773243189,368.4311924923025,394.0712320890703,422.62461976947884,459.98107400596393,494.8966070287986,525.5417031664667,563.6937380230958,622.0037954733056,681.9783865575936,752.6901435866768,818.9513694712108,882.2091003202614,972.4672352460649,1053.339756724682,1139.7523494338043,1253.5639059811685,1391.124454815548,1505.8160445404114,1638.6697083958054,1775.3161571522373,1980.9870498369685,2138.5432760362187,2380.574617907032,2585.108700710936,2815.098636994565,3109.4271237105813,3332.0366521167743,3684.244173586801,4113.635525335263,4504.763616542769,4872.313667365499,5239.455996297167,5706.410524827202,6405.26375097505,6910.157846532235,7539.086174418718,8384.334701954289,9114.92406979162,9898.829276282195,10718.933067227252,11581.907625254169,12883.022986604665,14160.173015239643,15555.589468877482,17008.271561232905,18559.455288864712,20103.586739020382,21643.855967135994,23305.42349405236,24823.501782175357,26906.3410815702,29253.621126394446,31378.060436007723,33092.65196854081,35735.464542696376,38586.41889050652,40531.730044690004,43007.6704004754,46024.669206510094,48228.42260862248,50768.31830759614,53372.25482441572,55809.483933803946,58471.25411444782,60784.389528255015,62631.414089597165,64881.095755864415,66839.47443280155,69251.37898298241,71415.37047545875,73013.11171525478,74573.17637184137,76622.89846273545,78694.71567363275,80279.86823613662,81586.79626748546,83381.36091463557,85009.47294455969,86291.2937952459,87312.66783161103,88283.86736345466,89276.36346960455,90301.25162049395,91006.29194251263,91666.74485549143,92463.31610573464,93229.12254126537,93730.9725140906,94240.89667123047,94827.18549511804,95393.20657917345,95856.34193586523,96157.18930650062,96566.00139766643,96836.36454633708,97071.38886099849,97374.03993024453,97635.01221777331,97848.32470445095,98044.256488024,98219.12283574113,98387.34849127369,98575.83234267481,98695.969715115,98851.68331593054,98938.0438244026,99067.14999259022,99159.79396310393,99245.09897808456,99312.88641319769,99394.45217929951,99459.13004652449,99529.97660761606,99588.73031545732,99642.8449165661,99688.90510960644,99728.79082681371,99760.91337169032,99795.89831999112,99831.84516424472,99858.58965934845,99881.90127612346,99901.58001681793,99925.06144885773,99943.77158899269,99961.15300546674,99973.40218548778,99988.45535978329,100000.4959285894,100008.84935902899,100020.67541119129,100030.36783662168,100037.5833265232,100044.65564428158,100051.89674317697,100058.44494583584,100062.76935580019,100067.27038034624,100071.43350113569,100076.23414260811,100080.53503289253
"popt=1070.125891438183^^^0.10022458990492938&c1=100,c2=0.1,c3=100000,randRate=0.5",100.0,193.33663710997143,202.2620361854766,219.45265829297847,240.20360931583198,251.48087638114563,270.95248032656735,291.57657925993345,318.10323800208965,334.7306274534088,348.475667063624,388.55594489173745,404.8120529012191,424.16904536286086,477.35610260994684,508.715591794916,558.0204689091275,628.5120572792607,665.5469461298834,713.8446446550751,772.8654861816512,871.7887886564722,976.7080059596043,1042.729183634352,1168.5479687301959,1248.7591006859923,1369.3600080522458,1490.4991863687198,1681.583303092019,1785.869323576291,2049.0610856089074,2234.886097553388,2382.9327349325913,2734.2642488198544,3017.6034862893084,3432.0073354467736,3865.737844863064,4112.541609758534,4620.682774310476,5163.617338456288,5804.128975883593,6202.9770841112195,6941.1283253029915,7510.756018014015,8072.355968015518,9026.268836471725,9876.160805524496,10468.327649089335,11031.586053535899,11653.153537746963,12594.074844409513,14253.551458080496,15058.16058155729,16027.860103299225,18158.045662719087,18996.74953177131,21351.72100137736,23194.32857393147,24239.800485776195,25934.356090239085,27508.541428378256,30401.78605511468,33135.47110263998,36447.00282465804,38639.826551269216,41010.68937093265,44053.14751980096,45521.27313461131,49113.58995541539,50786.83297202758,52694.2972241681,56361.299339875266,58184.90292386363,60669.78171706426,63924.46916079711,65659.70060640591,68858.62872590875,70454.4305284222,72932.71738407608,75638.13775902148,77297.14033116243,79961.67923675786,81333.94453234096,83286.772895657,85589.80373579882,87371.76076041734,89348.74798074542,90273.46772494414,91686.37290644408,92620.54545501196,93843.54554368783,94486.10041485628,95559.632642942,96451.62699471238,97413.85966012924,98091.33958128754,98769.41676524126,99303.60504603919,99711.52975140972,100340.53117471638,100978.47922556713,101203.20170090848,101430.54728569367,101882.52577098737,102220.9246248319,102526.72048173186,102821.63310213735,103076.6273609148,103206.45539200418,103408.26566024566,103551.86162482158,103767.61546794404,103930.98789346394,103996.66938082161,104158.96923413062,104286.16082428994,104376.58454382078,104436.96231335338,104522.96550883769,104606.45600643972,104690.86923876267,104729.29995459883,104772.2497641101,104828.88316314173,104882.517223012,104928.7425991084,104958.68335293414,104978.93656205041,105004.86890084845,105031.81554998159,105046.51332813167,105061.23521863436,105080.19788280192,105089.79049703966,105110.27501018644,105130.3900697064,105147.3523279322,105155.76068416583,105168.16043138198,105179.56706465784,105192.56024495946,105201.28855643682,105205.96668437553,105211.35344214538,105218.61697235523,105223.27555889262,105229.37336863333,105232.16088788312,105236.24725013912,105238.42173747838
"popt=1070.125891438183^^^0.10022458990492938&c1=100,c2=0.1,c3=100000,randRate=0.75",100.0,243.09310038276618,250.31671634996715,265.36340275714014,284.41122470951484,294.7267906193811,308.71604837720446,324.4056806053562,334.49665574773377,362.65816791467086,400.32638242326084,413.85612063219213,442.15355024840335,457.9523844143306,519.3416641695371,541.6752860654426,567.8738196969576,649.4936999450264,729.0659390731638,794.0975223856713,852.2385447837967,886.0743102646949,982.081113297816,1070.0241600551683,1205.7149805828535,1264.0066456184363,1353.798424941809,1472.8917134993258,1663.4841639754754,1780.1136693176134,2057.1838492998018,2281.5378495467176,2489.775771530816,2913.5263844325727,3156.607781245454,3261.7020653059208,3603.481799129248,3818.7551624426337,4304.343142737516,4618.341679416756,5102.638025460074,5873.7851904995905,6282.982999678055,7271.840107448607,7889.954875250007,8756.990105202196,9489.126612695078,10057.541000003957,10636.451536451656,11532.912637174799,12329.094444539012,13679.948430916276,14244.643833639328,14589.93900247321,15556.322159949093,17377.326367874008,19196.844785380166,21136.580348838026,23619.441205327,24453.983102696686,25597.874605131914,27834.77181755216,31449.237337604325,32919.39008925707,34738.78270187299,38264.801113160094,41062.15395979831,44312.74190310581,48247.21314281393,48989.31865097178,50530.28364703472,52537.82989666442,56797.11251917758,60862.99603122576,61951.12524413245,63313.61716385155,65588.73927584772,68503.76559164356,71183.74998236574,72449.68729668402,75244.18663187644,78244.48757832212,79902.08107796365,82712.56490708198,83901.84556554127,85607.00998635912,86727.14498061886,88806.69801619153,89780.08972300359,90470.4239316427,91737.90892937947,92514.40988466197,93383.34706200693,94396.67514060349,95060.2444077897,95902.642110764,96473.0963368143,97281.26327228376,97718.6595168748,98381.37499357792,98867.09061836413,98977.69555495094,99271.61319670787,99775.6564651103,100057.45509150167,100513.98561639612,100824.77301494808,101205.05156051894,101283.7203050281,101582.07065714718,101697.80389668261,101937.73924485233,102064.15968274606,102168.65669488562,102306.94508825132,102460.38140158841,102513.77550477997,102562.01682373646,102608.14188025978,102697.27824414492,102767.2291354472,102839.04715216804,102860.02813267514,102937.77773595741,102989.40076653496,103041.50427183665,103102.89355241312,103143.93116625301,103159.42384646063,103175.46954474555,103206.06184323278,103217.52231937002,103240.01520959468,103248.70043609351,103256.17930783515,103266.42935080962,103282.7169833201,103291.51917214513,103301.03400638697,103313.25803133717,103318.51098843687,103330.5420907248,103332.53559523195,103343.08285707801,103352.17607297853,103360.64311498842,103363.65242320515,103370.5585603655,103376.4403028965,103378.89032540296
"popt=1070.125891438183^^^0.10022458990492938&c1=100,c2=0.1,c3=100000,randRate=0.9",100.0,284.2442747026022,298.2203713771029,309.94116977888007,330.6338562772509,355.65719825779075,377.87465321998366,410.0357684248216,443.49030410571675,466.2466188333604,483.5215723867109,537.088030209008,555.5142726066994,590.2737082828822,657.8990170610541,702.1125089677374,717.4180140423144,726.9336592697317,774.8854891616032,829.2412295287805,897.7378035413801,953.2935555715934,1048.6734625070267,1210.3762670575302,1277.6863110286397,1440.9383472341956,1468.8612740238214,1608.4842130929107,1720.9258850765623,1991.8920347112667,2303.782743173666,2507.0618593500876,2923.6080873807864,3008.2398968153398,3429.733090876219,3724.6336798584803,4116.923928163412,4627.077767026843,4913.150248835273,5124.077127915889,5384.881556021442,6257.618195111694,6720.926510927213,7875.18605755247,8371.423062834803,9090.840839497925,10099.517619034576,10583.920719324758,11459.176422792894,11698.950477855284,12935.863067127002,13917.949129546143,14388.098310680123,15762.102717502628,16511.898269883437,19364.87465838223,19817.84544627347,21880.73060140277,23633.06951585404,27239.034880949257,29032.660961333695,30716.409016689642,34303.8146528147,36101.72648850899,37070.150949246214,38276.9008703552,41652.40042083977,43055.47843939005,43977.22248146391,48326.73130883975,51361.04357325687,55851.67640391504,58117.39934632463,60651.896523107986,62576.41017075523,64060.320468823316,66072.0098600864,67045.88375512893,69953.64594666523,72033.3415345805,75131.70778860484,77968.78755159078,80195.62022587562,81779.54153258963,84270.78788731495,86770.58712532817,87942.91716187225,89800.27580241163,91331.58907957241,92004.10300441494,92991.15627889434,93184.76797983242,94051.16200272657,95107.21399766694,95937.98036622386,96495.09130624603,97638.31786479427,98426.84836043922,98755.37863820397,98919.46786214894,99436.56869541836,100164.68375192049,100585.63607484709,100812.35874248992,100926.0393909593,101257.25957133752,101713.88851990245,101799.7489004467,102165.01571594829,102429.88634829904,102651.28754344577,102761.36119387025,102989.7803776635,103177.7226247652,103308.5879852506,103435.41576011722,103474.32618028863,103484.34759965033,103630.6248059222,103655.70988539152,103738.57921780767,103816.83508797719,103902.64468309279,103982.13688043549,104037.91921075714,104056.15639706762,104061.64321325635,104104.1031713405,104145.76776245232,104172.29037331627,104207.02694544116,104219.3356231728,104250.65726858513,104255.90816243872,104263.20096340444,104274.88812411793,104278.14200601212,104287.0355205804,104295.18245730319,104298.46128009654,104306.21497880407,104310.18919411761,104315.15173268456,104324.83297377353,104335.91646992556,104336.47846014322,104341.09562824485,104342.33566715255,104349.24553076059,104353.11077980505
"popt=1070.125891438183^^^0.10022458990492938&c1=100,c2=0.1,c3=100000,randRate=1",100.0,114.52941687003806,122.23350403590482,145.99564138480477,150.36806973663496,178.40422702703123,185.86475103381912,222.66648367795273,249.5935736198635,255.17568923019857,300.0400177241754,303.7174241090829,311.8455159328111,338.60475686947933,387.4916956806226,403.36782699465255,412.13716806187006,493.86254626987477,598.6182998471523,650.2900264421278,653.3186054517213,718.7739050364279,880.6437840517825,1062.9074483628872,1224.6336979335895,1374.295648109867,1609.9412733847569,1754.526718019833,2029.154308389663,2095.3103788904614,2174.1212481730627,2366.617054385576,2792.2208948436864,3212.405137081093,3280.0499505778917,3739.291819029526,4266.608264041566,4414.376747755706,4788.338936322628,4799.1073900927495,5332.196914699986,5983.320404184592,6931.361300542326,7019.581265295191,7096.767035863036,7809.632203065001,8848.471664386569,9330.220974689075,10728.364497074403,12277.253776950365,13269.669416191253,15448.099116019626,17818.806479220857,18244.01034809454,20521.4206157274,22411.667844843294,22488.300400453652,24845.790661044404,25082.112234153643,28775.737253965726,31510.89217098588,32104.803245156076,35232.74526015421,36065.19598263889,39330.991372630284,40028.54694403965,41826.08375000036,46666.15252544488,50634.33187424338,54486.79708134095,58135.819006059086,62181.46828176178,66177.72398022511,66709.8420898252,67682.13574634529,67714.21185354023,69888.00647763621,71856.17442009294,73431.97581554358,75397.61166976867,78787.08010680412,80118.20638218141,82940.92174964775,84707.14040731707,86634.29438748602,87116.91771136984,89161.00233635328,90812.0617273725,91541.28132942511,92577.04072510473,94393.7279878265,95793.4537815832,95995.11073201401,96821.81673282511,97403.07734168053,98058.79229980252,98434.99510064331,99102.91415383131,99612.94815231016,99796.23347187201,99961.71916589668,100019.93101724991,100721.14870676855,100883.02504729253,101324.61286534312,101819.83860136694,102306.76212363505,102410.86029141501,102643.83133584246,102813.13867504438,102855.3604969663,103090.93999270102,103149.66723573116,103203.52384949825,103299.75750598912,103367.26765866273,103411.48057339383,103465.68834503455,103471.1321864262,103526.95526438525,103644.73830139133,103747.12130311904,103772.9320601968,103846.67143822233,103911.68271497407,103954.16377678484,104007.5904129641,104044.45204290835,104087.25204131467,104093.98427688154,104094.69151769471,104127.7779563065,104136.4239938635,104138.05212116789,104146.7643166866,104160.98993667933,104180.5640179107,104188.42369353575,104193.3952720099,104210.57420813027,104214.3805911501,104223.2436645853,104230.48691580805,104232.20909775047,104232.32171193583,104237.55883917879,104239.03856214254,104243.39076814777,104245.40479474081,104245.58090687367
