,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0,2020/5/9,0,1320155.0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1322533.3062233245,1350557.8115542247,1379176.1566737683,1408400.9250581097,1438244.9668274976,1468721.404396467,1499843.6382437595,1531625.3528045132,1564080.5224872974,1597223.4178186615,1631068.611717876,1665630.985904642,1700925.737442578,1736968.385421362,1773774.7777804714
1,0,2020/5/10,0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1348431.1235695004,1376511.525519426,1405176.6877584653,1434438.7876264,1464310.256050005,1494803.7828238718,1525932.3220012009,1557709.0973968543,1590147.6082050067,1623261.6347337838,1657065.2442593155,1691572.797001704,1726798.9522254332,1762758.6744668195,1799467.2398911435
2,0,2020/5/11,0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1371361.0814245802,1399017.8215048222,1427232.3251691607,1456015.841039626,1485379.8445933189,1515336.0427374814,1545896.378476831,1577073.0356750267,1608878.4439121576,1641325.2834401976,1674426.490238395,1708195.26117062,1742645.0592467189,1777789.618989976,1813642.951912828
3,0,2020/5/12,0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1391504.3322859935,1418200.009344817,1445407.83656882,1473137.6394361556,1501399.4319244178,1530203.4201269622,1559560.0059385975,1589479.7908119925,1619973.5795861422,1651052.3843882885,1682727.4286106958,1715010.1509637174,1747912.209606623,1781445.486357674,1815622.0909849668
4,0,2020/5/13,0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1411416.978020599,1437138.4195310755,1463328.6045551128,1489996.075400941,1517149.5300504752,1544797.8249962872,1572949.9781302798,1601615.1716850032,1630802.7552285718,1660522.2487141627,1690783.3455850857,1721595.9159364388,1752970.0097343863,1784915.860094098,1817443.886617428
5,0,2020/5/14,0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1430016.2382689402,1454574.4631259248,1479554.4359267347,1504963.399512786,1530808.7211096284,1557097.8944630383,1583838.5420118032,1611038.417097816,1638705.406214123,1666847.5312915829,1695472.9520247914,1724589.9682379523,1754207.0222913784,1784332.7015293168,1814975.740769817
6,0,2020/5/15,0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1451205.7745875055,1475179.7658276863,1499549.8085900217,1524322.4456652645,1549504.327931394,1575102.216139225,1601122.982727509,1627573.6136680264,1654461.2103411576,1681792.9914424366,1709576.2949206077,1737818.5799476898,1766527.4289215936,1795710.5495018184,1825375.7766787808
7,0,2020/5/16,0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1474557.4738916762,1498565.5383194478,1522964.4909748903,1547760.6961197697,1572960.6216358277,1598570.8407118693,1624598.033558329,1651048.9891497458,1677930.6069956066,1705249.8989400314,1733013.99099075,1761230.1251778614,1789905.661442858,1819048.079558403,1848664.981079368
8,0,2020/5/17,0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1499775.769128405,1524360.9239287835,1549349.0921989095,1574746.8803587176,1600561.0031242373,1626798.2852828412,1653465.6634975942,1680570.188141184,1708119.02515991,1736119.4579682315,1764578.8893743702,1793504.8435374792,1822904.9679568936,1852787.0354939925,1883158.946427203
9,0,2020/5/18,0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1816154.0,1522431.405477726,1547088.187076558,1572144.3015298126,1597606.2162966754,1623480.5035811018,1649773.8420282288,1676493.0184482604,1703644.9295682714,1731236.5838123856,1759275.103110781,1787767.7247379955,1816721.8031810063,1846144.8120375625,1876044.3459452607,1906428.1225418693
