,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,2020/5/9,0,1320155.0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1318346.8521509806,1340737.433489894,1362138.1937785498,1382507.8643469282,1401816.8138143558,1420047.0541650928,1437191.9156795868
1,0,2020/5/10,0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1344579.9065208312,1368362.3004172614,1391440.7234109691,1413759.629986212,1435270.199771759,1455930.987423825,1475708.3881931764
2,0,2020/5/11,0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1360790.9525532788,1381577.4913379834,1401333.7609832548,1420024.418767042,1437626.9092333112,1454131.314245062,1469539.809073865
3,0,2020/5/12,0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1377203.0344880442,1394953.8876319765,1411549.528043875,1427005.2398123443,1441346.353979203,1454606.829358806,1466827.7586228717
4,0,2020/5/13,0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1399829.820714569,1417308.983532185,1433684.5366543522,1448972.305254226,1463196.7748964685,1476389.8673360462,1488589.667071943
5,0,2020/5/14,0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1419482.6531435591,1436229.607676778,1451902.014659709,1466520.6310866186,1480113.702982158,1492715.7857895023,1504366.5513829566
6,0,2020/5/15,0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1448404.6292368933,1467444.4176236708,1485565.5873415698,1502755.6013365118,1519009.9263844294,1534331.6245304572,1548730.799436817
7,0,2020/5/16,0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1473474.4340036835,1492919.4767332491,1511527.8873903975,1529285.037815921,1546182.7920375352,1562219.2630099372,1577398.4617505255
8,0,2020/5/17,0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1497747.954885691,1517361.5207727384,1536193.4697814623,1554229.1599720952,1571459.454362992,1587880.5467297756,1603493.7045171994
9,0,2020/5/18,0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1514903.3751868345,1533256.3856146007,1550783.1407101026,1567477.6114147112,1583339.3815668123,1598373.3123045815,1612589.1351113033
10,0,2020/5/19,0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1537062.3839487217,1555210.1586184332,1572559.540727673,1589105.9989623628,1604850.0140449193,1619796.7690106863,1633955.782736639
11,0,2020/5/20,0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1557734.8678320164,1575569.988956693,1592630.928902855,1608914.9815062312,1624423.9304344377,1639163.7550047312,1653144.2914561972
12,0,2020/5/21,0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1582061.0991377796,1601658.925166156,1620581.497095773,1638791.9709618147,1656259.1916771517,1672958.110946356,1688870.0562865331
13,0,2020/5/22,0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1609067.98364822,1630122.9330698815,1650725.6212208802,1670842.8558387207,1690443.8187219524,1709500.3740792547,1727987.3383221484
14,0,2020/5/23,0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1632991.3994669016,1654367.3824858246,1675349.508107554,1695907.8251693724,1716014.1296605058,1735642.2035370476,1754768.0300537266
15,0,2020/5/24,0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1654229.3385006452,1675824.494634527,1697121.9305656971,1718094.8773246503,1738717.5236721952,1758965.1990514672,1778814.5475817795
16,0,2020/5/25,0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1674675.659155881,1696821.1182623142,1718846.2935600171,1740729.974085312,1762450.9172156134,1783987.948284715,1805320.063327321
17,0,2020/5/26,0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1816154.0,1691974.571424722,1712536.045456104,1732758.6279849785,1752613.4857417084,1772072.9956741706,1791110.9863580146,1809702.9664915807
18,0,2020/5/27,0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1816154.0,1837656.0,1710895.9174415013,1730640.2124936306,1749956.420574592,1768815.823655204,1787191.7364167722,1805059.7682288864,1822398.054603598
19,0,2020/5/28,0,1731625.0,1756098.0,1779731.0,1798718.0,1816154.0,1837656.0,1857511.0,1728529.297579012,1747260.227189112,1765466.3306925786,1783120.951158455,1800200.5239417732,1816684.8172851568,1832557.116012014
20,0,2020/5/29,0,1756098.0,1779731.0,1798718.0,1816154.0,1837656.0,1857511.0,1879150.0,1751294.7695183596,1770552.8849503382,1789373.173433564,1807731.2957202783,1825604.96065396,1842974.1142180716,1859821.099083367
21,0,2020/5/30,0,1779731.0,1798718.0,1816154.0,1837656.0,1857511.0,1879150.0,1904550.0,1776697.6150264514,1797012.7270349658,1817021.1948561408,1836701.6961598743,1856033.861722524,1874998.402838897,1893577.229958563
22,0,2020/5/31,0,1798718.0,1816154.0,1837656.0,1857511.0,1879150.0,1904550.0,1925710.0,1800831.121865974,1821710.177602836,1842348.7615442693,1862727.9424929512,1882829.3589606248,1902635.311714107,1922128.8525314752
