,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,2020/5/9,0,1320155.0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1322533.3062233245,1350557.8115542247,1379176.1566737683,1408400.9250581097,1438244.9668274976,1468721.404396467,1499843.6382437595
1,0,2020/5/10,0,1339022.0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1348431.1235695004,1376511.525519426,1405176.6877584653,1434438.7876264,1464310.256050005,1494803.7828238718,1525932.3220012009
2,0,2020/5/11,0,1358293.0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1371361.0814245802,1399017.8215048222,1427232.3251691607,1456015.841039626,1485379.8445933189,1515336.0427374814,1545896.378476831
3,0,2020/5/12,0,1381241.0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1391504.3322859935,1418200.009344817,1445407.83656882,1473137.6394361556,1501399.4319244178,1530203.4201269622,1559560.0059385975
4,0,2020/5/13,0,1401649.0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1411416.978020599,1437138.4195310755,1463328.6045551128,1489996.075400941,1517149.5300504752,1544797.8249962872,1572949.9781302798
5,0,2020/5/14,0,1428467.0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1430016.2382689402,1454574.4631259248,1479554.4359267347,1504963.399512786,1530808.7211096284,1557097.8944630383,1583838.5420118032
6,0,2020/5/15,0,1453214.0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1451205.7745875055,1475179.7658276863,1499549.8085900217,1524322.4456652645,1549504.327931394,1575102.216139225,1601122.982727509
7,0,2020/5/16,0,1477373.0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1474557.4738916762,1498565.5383194478,1522964.4909748903,1547760.6961197697,1572960.6216358277,1598570.8407118693,1624598.033558329
8,0,2020/5/17,0,1495736.0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1499775.769128405,1524360.9239287835,1549349.0921989095,1574746.8803587176,1600561.0031242373,1626798.2852828412,1653465.6634975942
9,0,2020/5/18,0,1518126.0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1522431.405477726,1547088.187076558,1572144.3015298126,1597606.2162966754,1623480.5035811018,1649773.8420282288,1676493.0184482604
10,0,2020/5/19,0,1539133.0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1545225.3106671518,1569987.5562959332,1595146.6170715722,1620708.8519593712,1646680.7218270935,1673068.7910779505,1699879.7293097563
11,0,2020/5/20,0,1561830.0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1566928.4324184004,1591506.6905673929,1616470.4741565653,1641825.8303949642,1667578.9013459138,1693735.9254148658,1720303.2388605855
12,0,2020/5/21,0,1587596.0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1588001.2787213745,1612193.209397656,1636753.68480856,1661688.3194386524,1687002.8133046865,1712702.9532586164,1738794.6143104618
13,0,2020/5/22,0,1611253.0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1610038.711464027,1633918.1410931505,1658151.7405663603,1682744.7627846012,1707702.5385576768,1733030.4777597615,1758734.07050205
14,0,2020/5/23,0,1632364.0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1633604.0137937109,1657641.799203002,1682033.290358915,1706783.6918904562,1731898.2850105253,1757382.4286428145,1783241.5605652884
15,0,2020/5/24,0,1652431.0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1656905.9065862745,1681148.9626498923,1705746.7315339348,1730704.4032270175,1756027.243655191,1781720.595793022,1807789.8807909288
16,0,2020/5/25,0,1671104.0,1690754.0,1709303.0,1731625.0,1756098.0,1779731.0,1798718.0,1679028.57800649,1703267.2309198289,1727855.7958613182,1752799.324201919,1778102.9402347729,1803771.8422279167,1829811.303492196
