,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
46,0,2020/6/24,0,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,2377030.0,2407011.0,2437434.0,2468315.0,2499700.0,2531635.0,2564076.0,2596933.0,2630213.0,2663910.0,2698016.0,2732519.0,2767402.0,2802634.0,2838190.0
47,0,2020/6/25,0,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,2413507.0,2445110.0,2477260.0,2510009.0,2543412.0,2577441.0,2612029.0,2647141.0,2682777.0,2718933.0,2755599.0,2792758.0,2830381.0,2868438.0,2906907.0
48,0,2020/6/26,0,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,2455390.0,2489190.0,2523750.0,2559119.0,2595292.0,2632237.0,2669932.0,2708364.0,2747515.0,2787391.0,2827995.0,2869308.0,2911304.0,2953964.0,2997271.0
49,0,2020/6/27,0,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,2503023.0,2539278.0,2576381.0,2614324.0,2653068.0,2692597.0,2732899.0,2773970.0,2815779.0,2858313.0,2901543.0,2945441.0,2989978.0,3035126.0,3080852.0
50,0,2020/6/28,0,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,2547240.0,2585035.0,2623629.0,2662979.0,2703065.0,2743863.0,2785359.0,2827576.0,2870461.0,2913983.0,2958113.0,3002819.0,3048071.0,3093838.0,3140086.0
51,0,2020/6/29,0,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,2587644.0,2626126.0,2665261.0,2705016.0,2745358.0,2786259.0,2827723.0,2869762.0,2912311.0,2955335.0,2998802.0,3042680.0,3086939.0,3131546.0,3176465.0
52,0,2020/6/30,0,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,2629969.0,2669968.0,2710644.0,2751975.0,2793946.0,2836573.0,2879882.0,2923762.0,2968190.0,3013136.0,3058570.0,3104462.0,3150777.0,3197476.0,3244510.0
53,0,2020/7/1,0,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,2677690.0,2719720.0,2762491.0,2806001.0,2850275.0,2895349.0,2941137.0,2987571.0,3034624.0,3082270.0,3130477.0,3179212.0,3228432.0,3278084.0,3328119.0
54,0,2020/7/2,0,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,2731060.0,2775329.0,2820395.0,2866285.0,2913032.0,2960562.0,3008812.0,3057761.0,3107359.0,3157575.0,3208374.0,3259711.0,3311530.0,3363780.0,3416410.0
55,0,2020/7/3,0,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,2788007.0,2834837.0,2882573.0,2931249.0,2980801.0,3031179.0,3082367.0,3134307.0,3186949.0,3240259.0,3294190.0,3348684.0,3403687.0,3459142.0,3514989.0
56,0,2020/7/4,0,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,2843056.0,2891633.0,2941120.0,2991452.0,3042576.0,3094469.0,3147072.0,3200368.0,3254290.0,3308791.0,3363812.0,3419297.0,3475188.0,3531424.0,3587945.0
57,0,2020/7/5,0,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,2890536.0,2941231.0,2993307.0,3046736.0,3101480.0,3157478.0,3214655.0,3272963.0,3332400.0,3392942.0,3454579.0,3517314.0,3581137.0,3646065.0,3712152.0
58,0,2020/7/6,0,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,2940805.0,2991248.0,3042408.0,3094265.0,3146771.0,3199919.0,3253770.0,3308336.0,3363403.0,3418925.0,3474853.0,3531137.0,3587728.0,3644570.0,3701592.0
59,0,2020/7/7,0,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,2987432.0,3040069.0,3093946.0,3148996.0,3205140.0,3262324.0,3320539.0,3379717.0,3439836.0,3500898.0,3562895.0,3625839.0,3689778.0,3754737.0,3820703.0
60,0,2020/7/8,0,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,3047463.0,3099390.0,3151823.0,3204737.0,3258164.0,3312091.0,3366436.0,3421092.0,3475999.0,3531105.0,3586361.0,3641714.0,3697102.0,3752455.0,3807707.0
61,0,2020/7/9,0,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,3107597.0,3161017.0,3214935.0,3269375.0,3324323.0,3379698.0,3435398.0,3491357.0,3547518.0,3603829.0,3660235.0,3716672.0,3773069.0,3829355.0,3885470.0
62,0,2020/7/10,0,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,3172498.0,3227551.0,3283121.0,3339185.0,3395661.0,3452440.0,3509447.0,3566669.0,3624019.0,3681441.0,3738868.0,3796225.0,3853443.0,3910459.0,3967211.0
63,0,2020/7/11,0,3252874,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,3242607.0,3300065.0,3358093.0,3416610.0,3475516.0,3534738.0,3594252.0,3654079.0,3714053.0,3774103.0,3834156.0,3894138.0,3953982.0,4013623.0,4072989.0
64,0,2020/7/12,0,3311312,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,3302850.0,3360169.0,3417787.0,3475587.0,3533471.0,3591389.0,3649319.0,3707213.0,3764978.0,3822538.0,3879822.0,3936768.0,3993317.0,4049415.0,4104999.0
65,0,2020/7/13,0,3370208,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,3363847.0,3423721.0,3484543.0,3546233.0,3608707.0,3671883.0,3735675.0,3800021.0,3864844.0,3930093.0,3995729.0,4061742.0,4128137.0,4194908.0,4261973.0
66,0,2020/7/14,0,3438244,3506364,3582184,3654445,3716980,3777456,3839546,3904066,3974630,4043070,4116393,4181308,4236083,4292934,4359391,3424631.0,3486106.0,3548502.0,3611742.0,3675743.0,3740425.0,3805728.0,3871579.0,3937905.0,4004676.0,4071884.0,4139537.0,4207633.0,4276102.0,4344883.0
